service_id,date,exception_type
1#92,20250805,1
1#2,20250806,1
1#3,20250806,1
1#6,20250806,1
1#11,20250806,1
1#12,20250806,1
1#25,20250806,1
1#31,20250806,1
1#33,20250806,1
1#35,20250806,1
1#39,20250806,1
1#42,20250806,1
1#48,20250806,1
1#50,20250806,1
1#52,20250806,1
1#53,20250806,1
1#55,20250806,1
1#56,20250806,1
1#58,20250806,1
1#59,20250806,1
1#60,20250806,1
1#63,20250806,1
1#68,20250806,1
1#76,20250806,1
1#79,20250806,1
1#87,20250806,1
1#92,20250806,1
1#2,20250807,1
1#3,20250807,1
1#6,20250807,1
1#11,20250807,1
1#12,20250807,1
1#25,20250807,1
1#31,20250807,1
1#33,20250807,1
1#35,20250807,1
1#39,20250807,1
1#42,20250807,1
1#48,20250807,1
1#50,20250807,1
1#52,20250807,1
1#53,20250807,1
1#55,20250807,1
1#56,20250807,1
1#58,20250807,1
1#59,20250807,1
1#60,20250807,1
1#63,20250807,1
1#68,20250807,1
1#76,20250807,1
1#79,20250807,1
1#87,20250807,1
1#92,20250807,1
1#2,20250808,1
1#3,20250808,1
1#10,20250808,1
1#11,20250808,1
1#12,20250808,1
1#25,20250808,1
1#31,20250808,1
1#33,20250808,1
1#35,20250808,1
1#39,20250808,1
1#42,20250808,1
1#48,20250808,1
1#50,20250808,1
1#54,20250808,1
1#55,20250808,1
1#56,20250808,1
1#58,20250808,1
1#59,20250808,1
1#60,20250808,1
1#63,20250808,1
1#70,20250808,1
1#71,20250808,1
1#79,20250808,1
1#87,20250808,1
1#89,20250808,1
1#90,20250808,1
1#92,20250808,1
1#94,20250808,1
1#2,20250809,1
1#3,20250809,1
1#8,20250809,1
1#9,20250809,1
1#12,20250809,1
1#13,20250809,1
1#17,20250809,1
1#22,20250809,1
1#24,20250809,1
1#25,20250809,1
1#29,20250809,1
1#31,20250809,1
1#34,20250809,1
1#37,20250809,1
1#39,20250809,1
1#40,20250809,1
1#41,20250809,1
1#50,20250809,1
1#54,20250809,1
1#56,20250809,1
1#57,20250809,1
1#58,20250809,1
1#59,20250809,1
1#62,20250809,1
1#63,20250809,1
1#72,20250809,1
1#79,20250809,1
1#87,20250809,1
1#88,20250809,1
1#92,20250809,1
1#95,20250809,1
1#1,20250810,1
1#2,20250810,1
1#6,20250810,1
1#7,20250810,1
1#13,20250810,1
1#16,20250810,1
1#23,20250810,1
1#25,20250810,1
1#27,20250810,1
1#30,20250810,1
1#31,20250810,1
1#32,20250810,1
1#36,20250810,1
1#38,20250810,1
1#39,20250810,1
1#44,20250810,1
1#45,20250810,1
1#46,20250810,1
1#61,20250810,1
1#65,20250810,1
1#69,20250810,1
1#73,20250810,1
1#74,20250810,1
1#87,20250810,1
1#2,20250811,1
1#3,20250811,1
1#6,20250811,1
1#11,20250811,1
1#12,20250811,1
1#25,20250811,1
1#31,20250811,1
1#33,20250811,1
1#35,20250811,1
1#39,20250811,1
1#41,20250811,1
1#48,20250811,1
1#50,20250811,1
1#52,20250811,1
1#53,20250811,1
1#55,20250811,1
1#56,20250811,1
1#58,20250811,1
1#59,20250811,1
1#60,20250811,1
1#63,20250811,1
1#68,20250811,1
1#76,20250811,1
1#78,20250811,1
1#87,20250811,1
1#91,20250811,1
1#93,20250811,1
1#2,20250812,1
1#3,20250812,1
1#6,20250812,1
1#11,20250812,1
1#12,20250812,1
1#25,20250812,1
1#31,20250812,1
1#33,20250812,1
1#35,20250812,1
1#39,20250812,1
1#41,20250812,1
1#48,20250812,1
1#50,20250812,1
1#52,20250812,1
1#53,20250812,1
1#55,20250812,1
1#56,20250812,1
1#58,20250812,1
1#59,20250812,1
1#60,20250812,1
1#63,20250812,1
1#68,20250812,1
1#76,20250812,1
1#79,20250812,1
1#87,20250812,1
1#92,20250812,1
1#2,20250813,1
1#3,20250813,1
1#6,20250813,1
1#11,20250813,1
1#12,20250813,1
1#25,20250813,1
1#31,20250813,1
1#33,20250813,1
1#35,20250813,1
1#39,20250813,1
1#41,20250813,1
1#48,20250813,1
1#50,20250813,1
1#52,20250813,1
1#53,20250813,1
1#55,20250813,1
1#56,20250813,1
1#58,20250813,1
1#59,20250813,1
1#60,20250813,1
1#63,20250813,1
1#68,20250813,1
1#76,20250813,1
1#79,20250813,1
1#87,20250813,1
1#92,20250813,1
1#2,20250814,1
1#3,20250814,1
1#6,20250814,1
1#11,20250814,1
1#12,20250814,1
1#25,20250814,1
1#31,20250814,1
1#33,20250814,1
1#35,20250814,1
1#39,20250814,1
1#41,20250814,1
1#48,20250814,1
1#50,20250814,1
1#52,20250814,1
1#53,20250814,1
1#55,20250814,1
1#56,20250814,1
1#58,20250814,1
1#59,20250814,1
1#60,20250814,1
1#63,20250814,1
1#68,20250814,1
1#76,20250814,1
1#79,20250814,1
1#87,20250814,1
1#92,20250814,1
1#1,20250815,1
1#2,20250815,1
1#7,20250815,1
1#10,20250815,1
1#13,20250815,1
1#16,20250815,1
1#23,20250815,1
1#25,20250815,1
1#27,20250815,1
1#30,20250815,1
1#31,20250815,1
1#32,20250815,1
1#36,20250815,1
1#38,20250815,1
1#39,20250815,1
1#44,20250815,1
1#45,20250815,1
1#46,20250815,1
1#61,20250815,1
1#65,20250815,1
1#70,20250815,1
1#71,20250815,1
1#87,20250815,1
1#89,20250815,1
1#90,20250815,1
1#2,20250816,1
1#3,20250816,1
1#8,20250816,1
1#9,20250816,1
1#12,20250816,1
1#13,20250816,1
1#17,20250816,1
1#22,20250816,1
1#24,20250816,1
1#25,20250816,1
1#29,20250816,1
1#31,20250816,1
1#34,20250816,1
1#37,20250816,1
1#39,20250816,1
1#40,20250816,1
1#41,20250816,1
1#50,20250816,1
1#54,20250816,1
1#56,20250816,1
1#57,20250816,1
1#58,20250816,1
1#59,20250816,1
1#62,20250816,1
1#63,20250816,1
1#72,20250816,1
1#78,20250816,1
1#87,20250816,1
1#88,20250816,1
1#91,20250816,1
1#93,20250816,1
1#94,20250816,1
1#1,20250817,1
1#2,20250817,1
1#6,20250817,1
1#7,20250817,1
1#13,20250817,1
1#16,20250817,1
1#23,20250817,1
1#25,20250817,1
1#27,20250817,1
1#30,20250817,1
1#31,20250817,1
1#32,20250817,1
1#36,20250817,1
1#38,20250817,1
1#39,20250817,1
1#44,20250817,1
1#45,20250817,1
1#46,20250817,1
1#61,20250817,1
1#65,20250817,1
1#69,20250817,1
1#73,20250817,1
1#74,20250817,1
1#87,20250817,1
1#2,20250818,1
1#3,20250818,1
1#6,20250818,1
1#11,20250818,1
1#12,20250818,1
1#25,20250818,1
1#31,20250818,1
1#33,20250818,1
1#35,20250818,1
1#39,20250818,1
1#41,20250818,1
1#48,20250818,1
1#50,20250818,1
1#53,20250818,1
1#55,20250818,1
1#56,20250818,1
1#58,20250818,1
1#59,20250818,1
1#60,20250818,1
1#63,20250818,1
1#68,20250818,1
1#76,20250818,1
1#78,20250818,1
1#87,20250818,1
1#91,20250818,1
1#93,20250818,1
1#2,20250819,1
1#3,20250819,1
1#6,20250819,1
1#11,20250819,1
1#12,20250819,1
1#25,20250819,1
1#31,20250819,1
1#33,20250819,1
1#35,20250819,1
1#39,20250819,1
1#41,20250819,1
1#48,20250819,1
1#50,20250819,1
1#53,20250819,1
1#55,20250819,1
1#56,20250819,1
1#58,20250819,1
1#59,20250819,1
1#60,20250819,1
1#63,20250819,1
1#68,20250819,1
1#76,20250819,1
1#79,20250819,1
1#87,20250819,1
1#92,20250819,1
1#2,20250820,1
1#3,20250820,1
1#6,20250820,1
1#11,20250820,1
1#12,20250820,1
1#25,20250820,1
1#31,20250820,1
1#33,20250820,1
1#35,20250820,1
1#39,20250820,1
1#41,20250820,1
1#48,20250820,1
1#50,20250820,1
1#53,20250820,1
1#55,20250820,1
1#56,20250820,1
1#58,20250820,1
1#59,20250820,1
1#60,20250820,1
1#63,20250820,1
1#68,20250820,1
1#76,20250820,1
1#79,20250820,1
1#87,20250820,1
1#92,20250820,1
1#2,20250821,1
1#3,20250821,1
1#6,20250821,1
1#11,20250821,1
1#12,20250821,1
1#25,20250821,1
1#31,20250821,1
1#33,20250821,1
1#35,20250821,1
1#39,20250821,1
1#41,20250821,1
1#48,20250821,1
1#50,20250821,1
1#53,20250821,1
1#55,20250821,1
1#56,20250821,1
1#58,20250821,1
1#59,20250821,1
1#60,20250821,1
1#63,20250821,1
1#68,20250821,1
1#76,20250821,1
1#79,20250821,1
1#87,20250821,1
1#92,20250821,1
1#2,20250822,1
1#3,20250822,1
1#10,20250822,1
1#11,20250822,1
1#12,20250822,1
1#25,20250822,1
1#31,20250822,1
1#33,20250822,1
1#35,20250822,1
1#39,20250822,1
1#41,20250822,1
1#48,20250822,1
1#50,20250822,1
1#54,20250822,1
1#55,20250822,1
1#56,20250822,1
1#58,20250822,1
1#59,20250822,1
1#60,20250822,1
1#63,20250822,1
1#70,20250822,1
1#71,20250822,1
1#79,20250822,1
1#87,20250822,1
1#89,20250822,1
1#90,20250822,1
1#92,20250822,1
1#94,20250822,1
1#2,20250823,1
1#3,20250823,1
1#8,20250823,1
1#9,20250823,1
1#12,20250823,1
1#13,20250823,1
1#17,20250823,1
1#22,20250823,1
1#24,20250823,1
1#25,20250823,1
1#29,20250823,1
1#31,20250823,1
1#34,20250823,1
1#37,20250823,1
1#39,20250823,1
1#40,20250823,1
1#41,20250823,1
1#50,20250823,1
1#54,20250823,1
1#56,20250823,1
1#57,20250823,1
1#58,20250823,1
1#59,20250823,1
1#62,20250823,1
1#63,20250823,1
1#72,20250823,1
1#79,20250823,1
1#87,20250823,1
1#88,20250823,1
1#92,20250823,1
1#95,20250823,1
1#1,20250824,1
1#2,20250824,1
1#6,20250824,1
1#7,20250824,1
1#13,20250824,1
1#16,20250824,1
1#23,20250824,1
1#25,20250824,1
1#27,20250824,1
1#30,20250824,1
1#31,20250824,1
1#32,20250824,1
1#36,20250824,1
1#38,20250824,1
1#39,20250824,1
1#44,20250824,1
1#45,20250824,1
1#46,20250824,1
1#61,20250824,1
1#65,20250824,1
1#69,20250824,1
1#73,20250824,1
1#74,20250824,1
1#87,20250824,1
1#2,20250825,1
1#3,20250825,1
1#6,20250825,1
1#11,20250825,1
1#12,20250825,1
1#25,20250825,1
1#31,20250825,1
1#33,20250825,1
1#35,20250825,1
1#39,20250825,1
1#41,20250825,1
1#48,20250825,1
1#50,20250825,1
1#52,20250825,1
1#53,20250825,1
1#55,20250825,1
1#56,20250825,1
1#58,20250825,1
1#59,20250825,1
1#60,20250825,1
1#63,20250825,1
1#68,20250825,1
1#76,20250825,1
1#78,20250825,1
1#87,20250825,1
1#91,20250825,1
1#93,20250825,1
1#2,20250826,1
1#3,20250826,1
1#6,20250826,1
1#11,20250826,1
1#12,20250826,1
1#25,20250826,1
1#31,20250826,1
1#33,20250826,1
1#35,20250826,1
1#39,20250826,1
1#41,20250826,1
1#48,20250826,1
1#50,20250826,1
1#52,20250826,1
1#53,20250826,1
1#55,20250826,1
1#56,20250826,1
1#58,20250826,1
1#59,20250826,1
1#60,20250826,1
1#63,20250826,1
1#68,20250826,1
1#76,20250826,1
1#79,20250826,1
1#87,20250826,1
1#92,20250826,1
1#2,20250827,1
1#3,20250827,1
1#6,20250827,1
1#11,20250827,1
1#12,20250827,1
1#25,20250827,1
1#31,20250827,1
1#33,20250827,1
1#35,20250827,1
1#39,20250827,1
1#41,20250827,1
1#48,20250827,1
1#50,20250827,1
1#52,20250827,1
1#53,20250827,1
1#55,20250827,1
1#56,20250827,1
1#58,20250827,1
1#59,20250827,1
1#60,20250827,1
1#63,20250827,1
1#68,20250827,1
1#76,20250827,1
1#79,20250827,1
1#87,20250827,1
1#92,20250827,1
0#2,20250723,1
0#3,20250723,1
0#3-4477,20250723,1
0#3-4478,20250723,1
0#3-4479,20250723,1
0#3-4480,20250723,1
0#3-4481,20250723,1
0#3-4482,20250723,1
0#3-4483,20250723,1
0#3-4484,20250723,1
0#3-4485,20250723,1
0#3-4486,20250723,1
0#6,20250723,1
0#6-5694,20250723,1
0#11,20250723,1
0#11-4367,20250723,1
0#11-4368,20250723,1
0#11-4369,20250723,1
0#11-4370,20250723,1
0#11-4416,20250723,1
0#11-4417,20250723,1
0#11-4418,20250723,1
0#11-4419,20250723,1
0#11-4420,20250723,1
0#11-5795,20250723,1
0#11-5796,20250723,1
0#11-5797,20250723,1
0#11-5798,20250723,1
0#11-6258,20250723,1
0#11-6259,20250723,1
0#11-6260,20250723,1
0#11-6261,20250723,1
0#20,20250723,1
0#20-1469,20250723,1
0#20-1473,20250723,1
0#20-1475,20250723,1
0#20-1480,20250723,1
0#20-1481,20250723,1
0#20-1484,20250723,1
0#20-1485,20250723,1
0#20-1487,20250723,1
0#20-4338,20250723,1
0#20-4339,20250723,1
0#20-4340,20250723,1
0#20-4341,20250723,1
0#20-4342,20250723,1
0#20-4343,20250723,1
0#20-4344,20250723,1
0#20-4345,20250723,1
0#20-4353,20250723,1
0#20-4354,20250723,1
0#20-4355,20250723,1
0#20-4356,20250723,1
0#20-4357,20250723,1
0#20-4358,20250723,1
0#20-4359,20250723,1
0#20-4360,20250723,1
0#20-4361,20250723,1
0#20-4362,20250723,1
0#20-4363,20250723,1
0#20-4364,20250723,1
0#20-4371,20250723,1
0#20-4372,20250723,1
0#20-4373,20250723,1
0#20-4374,20250723,1
0#20-4375,20250723,1
0#20-4376,20250723,1
0#20-4377,20250723,1
0#20-4378,20250723,1
0#20-4379,20250723,1
0#20-4387,20250723,1
0#20-4388,20250723,1
0#20-4389,20250723,1
0#20-4390,20250723,1
0#20-4391,20250723,1
0#20-4392,20250723,1
0#20-4393,20250723,1
0#20-4394,20250723,1
0#20-4395,20250723,1
0#20-4409,20250723,1
0#20-4410,20250723,1
0#20-4411,20250723,1
0#20-4421,20250723,1
0#20-4422,20250723,1
0#20-4423,20250723,1
0#20-4424,20250723,1
0#20-4425,20250723,1
0#20-4426,20250723,1
0#20-4427,20250723,1
0#20-4428,20250723,1
0#20-4429,20250723,1
0#20-4430,20250723,1
0#20-4431,20250723,1
0#20-4432,20250723,1
0#20-4434,20250723,1
0#20-4435,20250723,1
0#20-4436,20250723,1
0#20-4437,20250723,1
0#20-4438,20250723,1
0#20-4439,20250723,1
0#20-4440,20250723,1
0#20-4441,20250723,1
0#20-4442,20250723,1
0#20-4447,20250723,1
0#20-4451,20250723,1
0#20-4452,20250723,1
0#20-4453,20250723,1
0#20-4454,20250723,1
0#20-4455,20250723,1
0#20-4463,20250723,1
0#20-4464,20250723,1
0#20-4465,20250723,1
0#20-4466,20250723,1
0#20-4467,20250723,1
0#20-4468,20250723,1
0#20-4469,20250723,1
0#20-4470,20250723,1
0#20-4471,20250723,1
0#20-4472,20250723,1
0#20-4473,20250723,1
0#20-4474,20250723,1
0#20-4475,20250723,1
0#20-4476,20250723,1
0#20-4513,20250723,1
0#20-4514,20250723,1
0#20-4515,20250723,1
0#20-4516,20250723,1
0#20-4517,20250723,1
0#20-4518,20250723,1
0#20-4519,20250723,1
0#20-4520,20250723,1
0#20-4521,20250723,1
0#20-4522,20250723,1
0#20-4523,20250723,1
0#20-4524,20250723,1
0#20-4525,20250723,1
0#20-4526,20250723,1
0#20-4527,20250723,1
0#20-4528,20250723,1
0#20-4529,20250723,1
0#20-4530,20250723,1
0#20-4531,20250723,1
0#20-4532,20250723,1
0#20-4533,20250723,1
0#20-4534,20250723,1
0#20-4535,20250723,1
0#20-4536,20250723,1
0#20-4537,20250723,1
0#20-4538,20250723,1
0#20-4539,20250723,1
0#20-4540,20250723,1
0#20-4541,20250723,1
0#20-4542,20250723,1
0#20-4543,20250723,1
0#20-4544,20250723,1
0#20-4545,20250723,1
0#20-4546,20250723,1
0#20-4547,20250723,1
0#20-4548,20250723,1
0#20-4549,20250723,1
0#20-4551,20250723,1
0#20-4552,20250723,1
0#20-4554,20250723,1
0#20-4555,20250723,1
0#20-4556,20250723,1
0#20-4559,20250723,1
0#20-4560,20250723,1
0#20-4561,20250723,1
0#20-4562,20250723,1
0#20-4563,20250723,1
0#20-4564,20250723,1
0#20-4565,20250723,1
0#20-4566,20250723,1
0#20-4567,20250723,1
0#20-4568,20250723,1
0#20-4569,20250723,1
0#20-4570,20250723,1
0#20-4589,20250723,1
0#20-4590,20250723,1
0#20-4591,20250723,1
0#20-4592,20250723,1
0#20-4593,20250723,1
0#20-4594,20250723,1
0#20-4595,20250723,1
0#20-4596,20250723,1
0#20-4597,20250723,1
0#20-4681,20250723,1
0#20-4682,20250723,1
0#20-4683,20250723,1
0#20-4684,20250723,1
0#20-4685,20250723,1
0#20-4686,20250723,1
0#20-4687,20250723,1
0#20-4688,20250723,1
0#20-4689,20250723,1
0#20-4690,20250723,1
0#20-4691,20250723,1
0#20-4692,20250723,1
0#20-4693,20250723,1
0#20-4694,20250723,1
0#20-4695,20250723,1
0#20-4696,20250723,1
0#20-4697,20250723,1
0#20-4698,20250723,1
0#20-4699,20250723,1
0#20-4700,20250723,1
0#20-4701,20250723,1
0#20-4702,20250723,1
0#20-4703,20250723,1
0#20-4704,20250723,1
0#20-4705,20250723,1
0#20-4706,20250723,1
0#20-4707,20250723,1
0#20-4708,20250723,1
0#20-4709,20250723,1
0#20-4710,20250723,1
0#20-4711,20250723,1
0#20-4712,20250723,1
0#20-4713,20250723,1
0#20-4714,20250723,1
0#20-4715,20250723,1
0#20-4716,20250723,1
0#20-4717,20250723,1
0#20-4718,20250723,1
0#20-4719,20250723,1
0#20-4721,20250723,1
0#20-4722,20250723,1
0#20-4723,20250723,1
0#20-4724,20250723,1
0#20-4725,20250723,1
0#20-4726,20250723,1
0#20-4727,20250723,1
0#20-4732,20250723,1
0#20-4733,20250723,1
0#20-4734,20250723,1
0#20-4735,20250723,1
0#20-4736,20250723,1
0#20-4737,20250723,1
0#20-4738,20250723,1
0#20-4739,20250723,1
0#20-4740,20250723,1
0#20-4741,20250723,1
0#20-5501,20250723,1
0#20-5502,20250723,1
0#20-5503,20250723,1
0#20-5504,20250723,1
0#20-5507,20250723,1
0#20-5508,20250723,1
0#20-5509,20250723,1
0#20-5510,20250723,1
0#20-5511,20250723,1
0#20-5512,20250723,1
0#20-5513,20250723,1
0#20-5514,20250723,1
0#20-5519,20250723,1
0#20-5520,20250723,1
0#20-5521,20250723,1
0#20-5522,20250723,1
0#20-5523,20250723,1
0#20-5524,20250723,1
0#20-5525,20250723,1
0#20-5526,20250723,1
0#20-5527,20250723,1
0#20-5528,20250723,1
0#20-5529,20250723,1
0#20-5530,20250723,1
0#20-5531,20250723,1
0#20-5532,20250723,1
0#20-5533,20250723,1
0#20-5582,20250723,1
0#20-5583,20250723,1
0#20-5584,20250723,1
0#20-5585,20250723,1
0#20-5586,20250723,1
0#20-5587,20250723,1
0#20-5588,20250723,1
0#20-5660,20250723,1
0#20-5661,20250723,1
0#20-5662,20250723,1
0#20-5755,20250723,1
0#20-5756,20250723,1
0#20-5757,20250723,1
0#20-5758,20250723,1
0#20-5759,20250723,1
0#20-5760,20250723,1
0#20-5761,20250723,1
0#20-5762,20250723,1
0#20-5763,20250723,1
0#20-5764,20250723,1
0#20-5765,20250723,1
0#20-5771,20250723,1
0#20-5772,20250723,1
0#20-5785,20250723,1
0#20-5786,20250723,1
0#20-5787,20250723,1
0#20-5788,20250723,1
0#20-5789,20250723,1
0#20-5790,20250723,1
0#20-5791,20250723,1
0#20-5792,20250723,1
0#20-5793,20250723,1
0#20-5794,20250723,1
0#20-5908,20250723,1
0#20-5909,20250723,1
0#20-5910,20250723,1
0#20-5911,20250723,1
0#20-5912,20250723,1
0#20-5913,20250723,1
0#20-5914,20250723,1
0#20-5984,20250723,1
0#20-5985,20250723,1
0#20-5986,20250723,1
0#20-5987,20250723,1
0#20-6004,20250723,1
0#20-6005,20250723,1
0#20-6138,20250723,1
0#20-6139,20250723,1
0#20-6140,20250723,1
0#20-6141,20250723,1
0#20-6179,20250723,1
0#20-6180,20250723,1
0#20-6181,20250723,1
0#20-6193,20250723,1
0#20-6194,20250723,1
0#20-6195,20250723,1
0#20-6284,20250723,1
0#20-6285,20250723,1
0#20-6286,20250723,1
0#20-6287,20250723,1
0#20-6288,20250723,1
0#21,20250723,1
0#22,20250723,1
0#22-4487,20250723,1
0#22-4488,20250723,1
0#22-4489,20250723,1
0#22-4490,20250723,1
0#22-4491,20250723,1
0#22-4492,20250723,1
0#22-4493,20250723,1
0#22-4494,20250723,1
0#22-4495,20250723,1
0#22-4496,20250723,1
0#22-4497,20250723,1
0#22-4498,20250723,1
0#28,20250723,1
0#28-5642,20250723,1
0#34,20250723,1
0#36,20250723,1
0#37,20250723,1
0#39,20250723,1
0#39-4574,20250723,1
0#39-4575,20250723,1
0#39-4576,20250723,1
0#39-4577,20250723,1
0#39-4578,20250723,1
0#39-4579,20250723,1
0#43,20250723,1
0#47,20250723,1
0#47-4508,20250723,1
0#47-4509,20250723,1
0#47-4510,20250723,1
0#47-4511,20250723,1
0#47-4512,20250723,1
0#47-4603,20250723,1
0#47-4604,20250723,1
0#47-4605,20250723,1
0#47-4606,20250723,1
0#47-4607,20250723,1
0#47-4608,20250723,1
0#47-4609,20250723,1
0#48,20250723,1
0#48-4557,20250723,1
0#48-4558,20250723,1
0#48-4598,20250723,1
0#48-4599,20250723,1
0#48-5515,20250723,1
0#48-5516,20250723,1
0#48-5517,20250723,1
0#48-5518,20250723,1
0#48-5766,20250723,1
0#48-5767,20250723,1
0#48-5768,20250723,1
0#48-5769,20250723,1
0#48-5770,20250723,1
0#48-5773,20250723,1
0#48-5774,20250723,1
0#48-5775,20250723,1
0#48-5776,20250723,1
0#48-5777,20250723,1
0#48-5915,20250723,1
0#48-5916,20250723,1
0#48-5917,20250723,1
0#48-5918,20250723,1
0#51,20250723,1
0#51-4499,20250723,1
0#51-4500,20250723,1
0#51-4501,20250723,1
0#51-4502,20250723,1
0#51-4503,20250723,1
0#51-4504,20250723,1
0#51-4505,20250723,1
0#51-4506,20250723,1
0#51-4507,20250723,1
0#60,20250723,1
0#60-4610,20250723,1
0#60-4611,20250723,1
0#60-4612,20250723,1
0#60-4613,20250723,1
0#60-4614,20250723,1
0#60-4615,20250723,1
0#60-4616,20250723,1
0#60-4617,20250723,1
0#60-4618,20250723,1
0#60-4619,20250723,1
0#60-4620,20250723,1
0#60-4621,20250723,1
0#60-4622,20250723,1
0#60-4623,20250723,1
0#60-4624,20250723,1
0#60-4625,20250723,1
0#60-4626,20250723,1
0#60-4627,20250723,1
0#60-4628,20250723,1
0#60-4629,20250723,1
0#60-4630,20250723,1
0#60-4631,20250723,1
0#60-4632,20250723,1
0#60-4633,20250723,1
0#60-4634,20250723,1
0#60-4635,20250723,1
0#60-4636,20250723,1
0#60-4637,20250723,1
0#60-4638,20250723,1
0#60-4639,20250723,1
0#60-4640,20250723,1
0#60-4641,20250723,1
0#60-4642,20250723,1
0#60-4643,20250723,1
0#60-4644,20250723,1
0#60-4645,20250723,1
0#60-4646,20250723,1
0#60-4647,20250723,1
0#60-4648,20250723,1
0#60-4649,20250723,1
0#60-4650,20250723,1
0#60-4651,20250723,1
0#60-4652,20250723,1
0#60-4653,20250723,1
0#60-4654,20250723,1
0#60-4655,20250723,1
0#60-4656,20250723,1
0#60-4657,20250723,1
0#60-4658,20250723,1
0#60-4659,20250723,1
0#60-4660,20250723,1
0#60-4661,20250723,1
0#60-4662,20250723,1
0#60-4663,20250723,1
0#60-4664,20250723,1
0#60-4665,20250723,1
0#60-4666,20250723,1
0#60-4667,20250723,1
0#60-4668,20250723,1
0#60-4669,20250723,1
0#60-4670,20250723,1
0#60-4671,20250723,1
