service_id,date,exception_type
0#60-4672,20250723,1
0#60-4673,20250723,1
0#60-4674,20250723,1
0#60-4675,20250723,1
0#60-4676,20250723,1
0#60-4677,20250723,1
0#60-4678,20250723,1
0#60-4679,20250723,1
0#60-4680,20250723,1
0#65,20250723,1
0#65-4766,20250723,1
0#65-4767,20250723,1
0#65-4768,20250723,1
0#65-4769,20250723,1
0#65-4787,20250723,1
0#65-4788,20250723,1
0#65-4789,20250723,1
0#65-4790,20250723,1
0#65-6235,20250723,1
0#65-6236,20250723,1
0#65-6237,20250723,1
0#65-6238,20250723,1
0#72,20250723,1
0#72-5695,20250723,1
0#72-5696,20250723,1
0#72-5697,20250723,1
0#72-5698,20250723,1
0#72-5699,20250723,1
0#72-5700,20250723,1
0#72-5701,20250723,1
0#72-5702,20250723,1
0#72-5703,20250723,1
0#72-5704,20250723,1
0#72-5705,20250723,1
0#72-5706,20250723,1
0#72-5781,20250723,1
0#72-5782,20250723,1
0#72-5783,20250723,1
0#72-5931,20250723,1
0#81,20250723,1
0#81-4770,20250723,1
0#81-4786,20250723,1
0#81-5778,20250723,1
0#82,20250723,1
0#82-4746,20250723,1
0#82-4747,20250723,1
0#82-4748,20250723,1
0#82-4749,20250723,1
0#82-4750,20250723,1
0#82-4751,20250723,1
0#82-4752,20250723,1
0#82-4753,20250723,1
0#82-4775,20250723,1
0#82-4776,20250723,1
0#82-4777,20250723,1
0#82-4778,20250723,1
0#82-4779,20250723,1
0#82-4780,20250723,1
0#82-4781,20250723,1
0#82-4782,20250723,1
0#82-4783,20250723,1
0#82-4784,20250723,1
0#82-4785,20250723,1
0#82-5637,20250723,1
0#82-5638,20250723,1
0#82-5639,20250723,1
0#82-5640,20250723,1
0#82-5641,20250723,1
0#82-5646,20250723,1
0#82-5647,20250723,1
0#82-5648,20250723,1
0#82-5649,20250723,1
0#82-5650,20250723,1
0#82-5651,20250723,1
0#82-5779,20250723,1
0#82-5780,20250723,1
0#82-5799,20250723,1
0#82-5800,20250723,1
0#82-5801,20250723,1
0#82-5802,20250723,1
0#82-5803,20250723,1
0#2,20250724,1
0#3,20250724,1
0#3-4477,20250724,1
0#3-4478,20250724,1
0#3-4479,20250724,1
0#3-4480,20250724,1
0#3-4481,20250724,1
0#3-4482,20250724,1
0#3-4483,20250724,1
0#3-4484,20250724,1
0#3-4485,20250724,1
0#3-4486,20250724,1
0#6,20250724,1
0#6-5694,20250724,1
0#11,20250724,1
0#11-4367,20250724,1
0#11-4368,20250724,1
0#11-4369,20250724,1
0#11-4370,20250724,1
0#11-4416,20250724,1
0#11-4417,20250724,1
0#11-4418,20250724,1
0#11-4419,20250724,1
0#11-4420,20250724,1
0#11-5795,20250724,1
0#11-5796,20250724,1
0#11-5797,20250724,1
0#11-5798,20250724,1
0#11-6258,20250724,1
0#11-6259,20250724,1
0#11-6260,20250724,1
0#11-6261,20250724,1
0#20,20250724,1
0#20-1469,20250724,1
0#20-1473,20250724,1
0#20-1475,20250724,1
0#20-1480,20250724,1
0#20-1481,20250724,1
0#20-1484,20250724,1
0#20-1485,20250724,1
0#20-1487,20250724,1
0#20-4338,20250724,1
0#20-4339,20250724,1
0#20-4340,20250724,1
0#20-4341,20250724,1
0#20-4342,20250724,1
0#20-4343,20250724,1
0#20-4344,20250724,1
0#20-4345,20250724,1
0#20-4353,20250724,1
0#20-4354,20250724,1
0#20-4355,20250724,1
0#20-4356,20250724,1
0#20-4357,20250724,1
0#20-4358,20250724,1
0#20-4359,20250724,1
0#20-4360,20250724,1
0#20-4361,20250724,1
0#20-4362,20250724,1
0#20-4363,20250724,1
0#20-4364,20250724,1
0#20-4371,20250724,1
0#20-4372,20250724,1
0#20-4373,20250724,1
0#20-4374,20250724,1
0#20-4375,20250724,1
0#20-4376,20250724,1
0#20-4377,20250724,1
0#20-4378,20250724,1
0#20-4379,20250724,1
0#20-4387,20250724,1
0#20-4388,20250724,1
0#20-4389,20250724,1
0#20-4390,20250724,1
0#20-4391,20250724,1
0#20-4392,20250724,1
0#20-4393,20250724,1
0#20-4394,20250724,1
0#20-4395,20250724,1
0#20-4409,20250724,1
0#20-4410,20250724,1
0#20-4411,20250724,1
0#20-4421,20250724,1
0#20-4422,20250724,1
0#20-4423,20250724,1
0#20-4424,20250724,1
0#20-4425,20250724,1
0#20-4426,20250724,1
0#20-4427,20250724,1
0#20-4428,20250724,1
0#20-4429,20250724,1
0#20-4430,20250724,1
0#20-4431,20250724,1
0#20-4432,20250724,1
0#20-4434,20250724,1
0#20-4435,20250724,1
0#20-4436,20250724,1
0#20-4437,20250724,1
0#20-4438,20250724,1
0#20-4439,20250724,1
0#20-4440,20250724,1
0#20-4441,20250724,1
0#20-4442,20250724,1
0#20-4447,20250724,1
0#20-4451,20250724,1
0#20-4452,20250724,1
0#20-4453,20250724,1
0#20-4454,20250724,1
0#20-4455,20250724,1
0#20-4463,20250724,1
0#20-4464,20250724,1
0#20-4465,20250724,1
0#20-4466,20250724,1
0#20-4467,20250724,1
0#20-4468,20250724,1
0#20-4469,20250724,1
0#20-4470,20250724,1
0#20-4471,20250724,1
0#20-4472,20250724,1
0#20-4473,20250724,1
0#20-4474,20250724,1
0#20-4475,20250724,1
0#20-4476,20250724,1
0#20-4513,20250724,1
0#20-4514,20250724,1
0#20-4515,20250724,1
0#20-4516,20250724,1
0#20-4517,20250724,1
0#20-4518,20250724,1
0#20-4519,20250724,1
0#20-4520,20250724,1
0#20-4521,20250724,1
0#20-4522,20250724,1
0#20-4523,20250724,1
0#20-4524,20250724,1
0#20-4525,20250724,1
0#20-4526,20250724,1
0#20-4527,20250724,1
0#20-4528,20250724,1
0#20-4529,20250724,1
0#20-4530,20250724,1
0#20-4531,20250724,1
0#20-4532,20250724,1
0#20-4533,20250724,1
0#20-4534,20250724,1
0#20-4535,20250724,1
0#20-4536,20250724,1
0#20-4537,20250724,1
0#20-4538,20250724,1
0#20-4539,20250724,1
0#20-4540,20250724,1
0#20-4541,20250724,1
0#20-4542,20250724,1
0#20-4543,20250724,1
0#20-4544,20250724,1
0#20-4545,20250724,1
0#20-4546,20250724,1
0#20-4547,20250724,1
0#20-4548,20250724,1
0#20-4549,20250724,1
0#20-4551,20250724,1
0#20-4552,20250724,1
0#20-4554,20250724,1
0#20-4555,20250724,1
0#20-4556,20250724,1
0#20-4559,20250724,1
0#20-4560,20250724,1
0#20-4561,20250724,1
0#20-4562,20250724,1
0#20-4563,20250724,1
0#20-4564,20250724,1
0#20-4565,20250724,1
0#20-4566,20250724,1
0#20-4567,20250724,1
0#20-4568,20250724,1
0#20-4569,20250724,1
0#20-4570,20250724,1
0#20-4589,20250724,1
0#20-4590,20250724,1
0#20-4591,20250724,1
0#20-4592,20250724,1
0#20-4593,20250724,1
0#20-4594,20250724,1
0#20-4595,20250724,1
0#20-4596,20250724,1
0#20-4597,20250724,1
0#20-4681,20250724,1
0#20-4682,20250724,1
0#20-4683,20250724,1
0#20-4684,20250724,1
0#20-4685,20250724,1
0#20-4686,20250724,1
0#20-4687,20250724,1
0#20-4688,20250724,1
0#20-4689,20250724,1
0#20-4690,20250724,1
0#20-4691,20250724,1
0#20-4692,20250724,1
0#20-4693,20250724,1
0#20-4694,20250724,1
0#20-4695,20250724,1
0#20-4696,20250724,1
0#20-4697,20250724,1
0#20-4698,20250724,1
0#20-4699,20250724,1
0#20-4700,20250724,1
0#20-4701,20250724,1
0#20-4702,20250724,1
0#20-4703,20250724,1
0#20-4704,20250724,1
0#20-4705,20250724,1
0#20-4706,20250724,1
0#20-4707,20250724,1
0#20-4708,20250724,1
0#20-4709,20250724,1
0#20-4710,20250724,1
0#20-4711,20250724,1
0#20-4712,20250724,1
0#20-4713,20250724,1
0#20-4714,20250724,1
0#20-4715,20250724,1
0#20-4716,20250724,1
0#20-4717,20250724,1
0#20-4718,20250724,1
0#20-4719,20250724,1
0#20-4721,20250724,1
0#20-4722,20250724,1
0#20-4723,20250724,1
0#20-4724,20250724,1
0#20-4725,20250724,1
0#20-4726,20250724,1
0#20-4727,20250724,1
0#20-4732,20250724,1
0#20-4733,20250724,1
0#20-4734,20250724,1
0#20-4735,20250724,1
0#20-4736,20250724,1
0#20-4737,20250724,1
0#20-4738,20250724,1
0#20-4739,20250724,1
0#20-4740,20250724,1
0#20-4741,20250724,1
0#20-5501,20250724,1
0#20-5502,20250724,1
0#20-5503,20250724,1
0#20-5504,20250724,1
0#20-5507,20250724,1
0#20-5508,20250724,1
0#20-5509,20250724,1
0#20-5510,20250724,1
0#20-5511,20250724,1
0#20-5512,20250724,1
0#20-5513,20250724,1
0#20-5514,20250724,1
0#20-5519,20250724,1
0#20-5520,20250724,1
0#20-5521,20250724,1
0#20-5522,20250724,1
0#20-5523,20250724,1
0#20-5524,20250724,1
0#20-5525,20250724,1
0#20-5526,20250724,1
0#20-5527,20250724,1
0#20-5528,20250724,1
0#20-5529,20250724,1
0#20-5530,20250724,1
0#20-5531,20250724,1
0#20-5532,20250724,1
0#20-5533,20250724,1
0#20-5582,20250724,1
0#20-5583,20250724,1
0#20-5584,20250724,1
0#20-5585,20250724,1
0#20-5586,20250724,1
0#20-5587,20250724,1
0#20-5588,20250724,1
0#20-5660,20250724,1
0#20-5661,20250724,1
0#20-5662,20250724,1
0#20-5755,20250724,1
0#20-5756,20250724,1
0#20-5757,20250724,1
0#20-5758,20250724,1
0#20-5759,20250724,1
0#20-5760,20250724,1
0#20-5761,20250724,1
0#20-5762,20250724,1
0#20-5763,20250724,1
0#20-5764,20250724,1
0#20-5765,20250724,1
0#20-5771,20250724,1
0#20-5772,20250724,1
0#20-5785,20250724,1
0#20-5786,20250724,1
0#20-5787,20250724,1
0#20-5788,20250724,1
0#20-5789,20250724,1
0#20-5790,20250724,1
0#20-5791,20250724,1
0#20-5792,20250724,1
0#20-5793,20250724,1
0#20-5794,20250724,1
0#20-5908,20250724,1
0#20-5909,20250724,1
0#20-5910,20250724,1
0#20-5911,20250724,1
0#20-5912,20250724,1
0#20-5913,20250724,1
0#20-5914,20250724,1
0#20-5984,20250724,1
0#20-5985,20250724,1
0#20-5986,20250724,1
0#20-5987,20250724,1
0#20-6004,20250724,1
0#20-6005,20250724,1
0#20-6138,20250724,1
0#20-6139,20250724,1
0#20-6140,20250724,1
0#20-6141,20250724,1
0#20-6179,20250724,1
0#20-6180,20250724,1
0#20-6181,20250724,1
0#20-6193,20250724,1
0#20-6194,20250724,1
0#20-6195,20250724,1
0#20-6289,20250724,1
0#20-6290,20250724,1
0#20-6291,20250724,1
0#20-6292,20250724,1
0#20-6293,20250724,1
0#21,20250724,1
0#22,20250724,1
0#22-4487,20250724,1
0#22-4488,20250724,1
0#22-4489,20250724,1
0#22-4490,20250724,1
0#22-4491,20250724,1
0#22-4492,20250724,1
0#22-4493,20250724,1
0#22-4494,20250724,1
0#22-4495,20250724,1
0#22-4496,20250724,1
0#22-4497,20250724,1
0#22-4498,20250724,1
0#28,20250724,1
0#28-5642,20250724,1
0#34,20250724,1
0#36,20250724,1
0#37,20250724,1
0#39,20250724,1
0#39-4574,20250724,1
0#39-4575,20250724,1
0#39-4576,20250724,1
0#39-4577,20250724,1
0#39-4578,20250724,1
0#39-4579,20250724,1
0#43,20250724,1
0#47,20250724,1
0#47-4508,20250724,1
0#47-4509,20250724,1
0#47-4510,20250724,1
0#47-4511,20250724,1
0#47-4512,20250724,1
0#47-4603,20250724,1
0#47-4604,20250724,1
0#47-4605,20250724,1
0#47-4606,20250724,1
0#47-4607,20250724,1
0#47-4608,20250724,1
0#47-4609,20250724,1
0#48,20250724,1
0#48-4557,20250724,1
0#48-4558,20250724,1
0#48-4598,20250724,1
0#48-4599,20250724,1
0#48-5515,20250724,1
0#48-5516,20250724,1
0#48-5517,20250724,1
0#48-5518,20250724,1
0#48-5766,20250724,1
0#48-5767,20250724,1
0#48-5768,20250724,1
0#48-5769,20250724,1
0#48-5770,20250724,1
0#48-5773,20250724,1
0#48-5774,20250724,1
0#48-5775,20250724,1
0#48-5776,20250724,1
0#48-5777,20250724,1
0#48-5915,20250724,1
0#48-5916,20250724,1
0#48-5917,20250724,1
0#48-5918,20250724,1
0#51,20250724,1
0#51-4499,20250724,1
0#51-4500,20250724,1
0#51-4501,20250724,1
0#51-4502,20250724,1
0#51-4503,20250724,1
0#51-4504,20250724,1
0#51-4505,20250724,1
0#51-4506,20250724,1
0#51-4507,20250724,1
0#60,20250724,1
0#60-4610,20250724,1
0#60-4611,20250724,1
0#60-4612,20250724,1
0#60-4613,20250724,1
0#60-4614,20250724,1
0#60-4615,20250724,1
0#60-4616,20250724,1
0#60-4617,20250724,1
0#60-4618,20250724,1
0#60-4619,20250724,1
0#60-4620,20250724,1
0#60-4621,20250724,1
0#60-4622,20250724,1
0#60-4623,20250724,1
0#60-4624,20250724,1
0#60-4625,20250724,1
0#60-4626,20250724,1
0#60-4627,20250724,1
0#60-4628,20250724,1
0#60-4629,20250724,1
0#60-4630,20250724,1
0#60-4631,20250724,1
0#60-4632,20250724,1
0#60-4633,20250724,1
0#60-4634,20250724,1
0#60-4635,20250724,1
0#60-4636,20250724,1
0#60-4637,20250724,1
0#60-4638,20250724,1
0#60-4639,20250724,1
0#60-4640,20250724,1
0#60-4641,20250724,1
0#60-4642,20250724,1
0#60-4643,20250724,1
0#60-4644,20250724,1
0#60-4645,20250724,1
0#60-4646,20250724,1
0#60-4647,20250724,1
0#60-4648,20250724,1
0#60-4649,20250724,1
0#60-4650,20250724,1
0#60-4651,20250724,1
0#60-4652,20250724,1
0#60-4653,20250724,1
0#60-4654,20250724,1
0#60-4655,20250724,1
0#60-4656,20250724,1
0#60-4657,20250724,1
0#60-4658,20250724,1
0#60-4659,20250724,1
0#60-4660,20250724,1
0#60-4661,20250724,1
0#60-4662,20250724,1
0#60-4663,20250724,1
0#60-4664,20250724,1
0#60-4665,20250724,1
0#60-4666,20250724,1
0#60-4667,20250724,1
0#60-4668,20250724,1
0#60-4669,20250724,1
0#60-4670,20250724,1
0#60-4671,20250724,1
0#60-4672,20250724,1
0#60-4673,20250724,1
0#60-4674,20250724,1
0#60-4675,20250724,1
0#60-4676,20250724,1
0#60-4677,20250724,1
0#60-4678,20250724,1
0#60-4679,20250724,1
0#60-4680,20250724,1
0#65,20250724,1
0#65-4766,20250724,1
0#65-4767,20250724,1
0#65-4768,20250724,1
0#65-4769,20250724,1
0#65-4787,20250724,1
0#65-4788,20250724,1
0#65-4789,20250724,1
0#65-4790,20250724,1
0#65-6235,20250724,1
0#65-6236,20250724,1
0#65-6237,20250724,1
0#65-6238,20250724,1
0#72,20250724,1
0#72-5695,20250724,1
0#72-5696,20250724,1
0#72-5697,20250724,1
0#72-5698,20250724,1
0#72-5699,20250724,1
0#72-5700,20250724,1
0#72-5701,20250724,1
0#72-5702,20250724,1
0#72-5703,20250724,1
0#72-5704,20250724,1
0#72-5705,20250724,1
0#72-5706,20250724,1
0#72-5781,20250724,1
0#72-5782,20250724,1
0#72-5783,20250724,1
0#72-5931,20250724,1
0#81,20250724,1
0#81-4770,20250724,1
0#81-4786,20250724,1
0#81-5778,20250724,1
0#82,20250724,1
0#82-4746,20250724,1
0#82-4747,20250724,1
0#82-4748,20250724,1
0#82-4749,20250724,1
0#82-4750,20250724,1
0#82-4751,20250724,1
0#82-4752,20250724,1
0#82-4753,20250724,1
0#82-4775,20250724,1
0#82-4776,20250724,1
0#82-4777,20250724,1
0#82-4778,20250724,1
0#82-4779,20250724,1
0#82-4780,20250724,1
0#82-4781,20250724,1
0#82-4782,20250724,1
0#82-4783,20250724,1
0#82-4784,20250724,1
0#82-4785,20250724,1
0#82-5637,20250724,1
0#82-5638,20250724,1
0#82-5639,20250724,1
0#82-5640,20250724,1
0#82-5641,20250724,1
0#82-5646,20250724,1
0#82-5647,20250724,1
0#82-5648,20250724,1
0#82-5649,20250724,1
0#82-5650,20250724,1
0#82-5651,20250724,1
0#82-5779,20250724,1
0#82-5780,20250724,1
0#82-5799,20250724,1
0#82-5800,20250724,1
0#82-5801,20250724,1
0#82-5802,20250724,1
0#82-5803,20250724,1
0#2,20250725,1
0#3,20250725,1
0#3-4477,20250725,1
0#3-4478,20250725,1
0#3-4479,20250725,1
0#3-4480,20250725,1
0#3-4481,20250725,1
0#3-4482,20250725,1
0#3-4483,20250725,1
0#3-4484,20250725,1
0#3-4485,20250725,1
0#3-4486,20250725,1
0#10,20250725,1
0#11,20250725,1
0#11-4367,20250725,1
0#11-4368,20250725,1
0#11-4369,20250725,1
0#11-4370,20250725,1
0#11-4416,20250725,1
0#11-4417,20250725,1
0#11-4418,20250725,1
0#11-4419,20250725,1
0#11-4420,20250725,1
0#11-5795,20250725,1
0#11-5796,20250725,1
0#11-5797,20250725,1
0#11-5798,20250725,1
0#11-6258,20250725,1
0#11-6259,20250725,1
0#11-6260,20250725,1
0#11-6261,20250725,1
0#16,20250725,1
0#16-4819,20250725,1
0#16-4820,20250725,1
0#16-4821,20250725,1
0#16-4822,20250725,1
0#16-4823,20250725,1
0#16-4824,20250725,1
0#16-4825,20250725,1
0#16-4826,20250725,1
0#16-4827,20250725,1
0#16-4828,20250725,1
0#16-4829,20250725,1
0#16-4830,20250725,1
0#20,20250725,1
0#20-4338,20250725,1
0#20-4339,20250725,1
0#20-4340,20250725,1
0#20-4341,20250725,1
0#20-4342,20250725,1
0#20-4343,20250725,1
0#20-4344,20250725,1
0#20-4345,20250725,1
0#20-4353,20250725,1
0#20-4354,20250725,1
0#20-4355,20250725,1
0#20-4356,20250725,1
0#20-4357,20250725,1
0#20-4358,20250725,1
0#20-4359,20250725,1
0#20-4360,20250725,1
0#20-4361,20250725,1
0#20-4362,20250725,1
0#20-4363,20250725,1
0#20-4364,20250725,1
0#20-4371,20250725,1
0#20-4372,20250725,1
0#20-4373,20250725,1
0#20-4374,20250725,1
0#20-4375,20250725,1
0#20-4376,20250725,1
0#20-4377,20250725,1
0#20-4378,20250725,1
0#20-4379,20250725,1
0#20-4387,20250725,1
0#20-4388,20250725,1
0#20-4389,20250725,1
0#20-4390,20250725,1
0#20-4391,20250725,1
0#20-4392,20250725,1
0#20-4393,20250725,1
0#20-4394,20250725,1
0#20-4395,20250725,1
0#20-4409,20250725,1
0#20-4410,20250725,1
0#20-4411,20250725,1
0#20-4421,20250725,1
0#20-4422,20250725,1
0#20-4423,20250725,1
0#20-4424,20250725,1
0#20-4425,20250725,1
0#20-4426,20250725,1
0#20-4427,20250725,1
0#20-4428,20250725,1
0#20-4429,20250725,1
0#20-4430,20250725,1
0#20-4431,20250725,1
0#20-4432,20250725,1
0#20-4434,20250725,1
0#20-4435,20250725,1
0#20-4436,20250725,1
0#20-4437,20250725,1
0#20-4438,20250725,1
0#20-4439,20250725,1
0#20-4440,20250725,1
0#20-4441,20250725,1
0#20-4442,20250725,1
0#20-4447,20250725,1
0#20-4451,20250725,1
0#20-4452,20250725,1
0#20-4453,20250725,1
0#20-4454,20250725,1
0#20-4455,20250725,1
0#20-4463,20250725,1
0#20-4464,20250725,1
0#20-4465,20250725,1
0#20-4466,20250725,1
0#20-4467,20250725,1
0#20-4468,20250725,1
0#20-4469,20250725,1
0#20-4470,20250725,1
0#20-4471,20250725,1
0#20-4472,20250725,1
0#20-4473,20250725,1
0#20-4474,20250725,1
0#20-4475,20250725,1
0#20-4476,20250725,1
0#20-4513,20250725,1
0#20-4514,20250725,1
0#20-4515,20250725,1
0#20-4516,20250725,1
0#20-4517,20250725,1
0#20-4518,20250725,1
0#20-4519,20250725,1
0#20-4520,20250725,1
0#20-4521,20250725,1
0#20-4522,20250725,1
0#20-4523,20250725,1
0#20-4524,20250725,1
0#20-4525,20250725,1
0#20-4526,20250725,1
0#20-4527,20250725,1
0#20-4528,20250725,1
0#20-4529,20250725,1
0#20-4530,20250725,1
0#20-4531,20250725,1
0#20-4532,20250725,1
0#20-4533,20250725,1
0#20-4534,20250725,1
0#20-4535,20250725,1
0#20-4536,20250725,1
0#20-4537,20250725,1
0#20-4538,20250725,1
0#20-4539,20250725,1
0#20-4540,20250725,1
0#20-4541,20250725,1
0#20-4542,20250725,1
0#20-4543,20250725,1
0#20-4544,20250725,1
0#20-4545,20250725,1
0#20-4546,20250725,1
0#20-4547,20250725,1
0#20-4548,20250725,1
0#20-4549,20250725,1
0#20-4551,20250725,1
0#20-4552,20250725,1
0#20-4554,20250725,1
0#20-4555,20250725,1
0#20-4556,20250725,1
0#20-4559,20250725,1
0#20-4560,20250725,1
0#20-4561,20250725,1
0#20-4562,20250725,1
0#20-4563,20250725,1
0#20-4564,20250725,1
0#20-4565,20250725,1
0#20-4566,20250725,1
0#20-4567,20250725,1
0#20-4568,20250725,1
0#20-4569,20250725,1
0#20-4570,20250725,1
0#20-4589,20250725,1
0#20-4590,20250725,1
0#20-4591,20250725,1
0#20-4592,20250725,1
0#20-4593,20250725,1
0#20-4594,20250725,1
0#20-4595,20250725,1
0#20-4596,20250725,1
0#20-4597,20250725,1
0#20-4681,20250725,1
0#20-4682,20250725,1
0#20-4683,20250725,1
0#20-4684,20250725,1
0#20-4685,20250725,1
0#20-4686,20250725,1
0#20-4687,20250725,1
0#20-4688,20250725,1
0#20-4689,20250725,1
0#20-4690,20250725,1
0#20-4691,20250725,1
0#20-4692,20250725,1
0#20-4693,20250725,1
0#20-4694,20250725,1
0#20-4695,20250725,1
0#20-4696,20250725,1
0#20-4697,20250725,1
0#20-4698,20250725,1
0#20-4699,20250725,1
0#20-4700,20250725,1
0#20-4701,20250725,1
0#20-4702,20250725,1
0#20-4703,20250725,1
0#20-4704,20250725,1
0#20-4705,20250725,1
0#20-4706,20250725,1
0#20-4707,20250725,1
0#20-4708,20250725,1
0#20-4709,20250725,1
0#20-4710,20250725,1
0#20-4711,20250725,1
0#20-4712,20250725,1
0#20-4713,20250725,1
0#20-4714,20250725,1
0#20-4715,20250725,1
0#20-4716,20250725,1
0#20-4717,20250725,1
0#20-4718,20250725,1
0#20-4719,20250725,1
0#20-4721,20250725,1
0#20-4722,20250725,1
0#20-4723,20250725,1
0#20-4724,20250725,1
0#20-4725,20250725,1
0#20-4726,20250725,1
0#20-4727,20250725,1
0#20-4732,20250725,1
0#20-4733,20250725,1
0#20-4734,20250725,1
0#20-4735,20250725,1
0#20-4736,20250725,1
0#20-4737,20250725,1
0#20-4738,20250725,1
0#20-4739,20250725,1
0#20-4740,20250725,1
0#20-4741,20250725,1
0#20-5501,20250725,1
0#20-5502,20250725,1
0#20-5503,20250725,1
0#20-5504,20250725,1
0#20-5507,20250725,1
0#20-5508,20250725,1
0#20-5509,20250725,1
0#20-5510,20250725,1
0#20-5511,20250725,1
0#20-5512,20250725,1
0#20-5513,20250725,1
0#20-5514,20250725,1
0#20-5519,20250725,1
0#20-5520,20250725,1
0#20-5521,20250725,1
0#20-5522,20250725,1
0#20-5523,20250725,1
0#20-5524,20250725,1
0#20-5525,20250725,1
0#20-5526,20250725,1
0#20-5527,20250725,1
0#20-5528,20250725,1
0#20-5529,20250725,1
0#20-5530,20250725,1
0#20-5531,20250725,1
0#20-5532,20250725,1
0#20-5533,20250725,1
0#20-5582,20250725,1
0#20-5583,20250725,1
0#20-5584,20250725,1
0#20-5585,20250725,1
0#20-5586,20250725,1
0#20-5587,20250725,1
0#20-5588,20250725,1
0#20-5660,20250725,1
0#20-5661,20250725,1
0#20-5662,20250725,1
0#20-5755,20250725,1
0#20-5756,20250725,1
0#20-5757,20250725,1
0#20-5758,20250725,1
0#20-5759,20250725,1
0#20-5760,20250725,1
0#20-5761,20250725,1
0#20-5762,20250725,1
0#20-5763,20250725,1
0#20-5764,20250725,1
0#20-5765,20250725,1
0#20-5771,20250725,1
0#20-5772,20250725,1
0#20-5785,20250725,1
0#20-5786,20250725,1
0#20-5787,20250725,1
0#20-5788,20250725,1
0#20-5789,20250725,1
0#20-5790,20250725,1
0#20-5791,20250725,1
0#20-5792,20250725,1
0#20-5793,20250725,1
0#20-5794,20250725,1
0#20-5908,20250725,1
0#20-5909,20250725,1
0#20-5910,20250725,1
0#20-5911,20250725,1
0#20-5912,20250725,1
0#20-5913,20250725,1
0#20-5914,20250725,1
0#20-5988,20250725,1
0#20-5989,20250725,1
0#20-5990,20250725,1
0#20-5991,20250725,1
0#20-6004,20250725,1
0#20-6005,20250725,1
0#20-6015,20250725,1
0#20-6016,20250725,1
0#20-6017,20250725,1
0#20-6018,20250725,1
0#20-6019,20250725,1
0#20-6020,20250725,1
0#20-6021,20250725,1
0#20-6022,20250725,1
0#20-6142,20250725,1
0#20-6143,20250725,1
0#20-6144,20250725,1
0#20-6145,20250725,1
0#20-6179,20250725,1
0#20-6180,20250725,1
0#20-6181,20250725,1
0#20-6193,20250725,1
0#20-6194,20250725,1
0#20-6195,20250725,1
0#20-6289,20250725,1
0#20-6290,20250725,1
0#20-6291,20250725,1
0#20-6292,20250725,1
0#20-6293,20250725,1
0#21,20250725,1
0#28,20250725,1
0#28-5642,20250725,1
0#34,20250725,1
0#36,20250725,1
0#37,20250725,1
0#39,20250725,1
0#39-4574,20250725,1
0#39-4575,20250725,1
0#39-4576,20250725,1
0#39-4577,20250725,1
0#39-4578,20250725,1
0#39-4579,20250725,1
0#43,20250725,1
0#47,20250725,1
0#47-4508,20250725,1
0#47-4509,20250725,1
0#47-4510,20250725,1
0#47-4511,20250725,1
0#47-4512,20250725,1
0#47-4603,20250725,1
0#47-4604,20250725,1
0#47-4605,20250725,1
0#47-4606,20250725,1
0#47-4607,20250725,1
0#47-4608,20250725,1
0#47-4609,20250725,1
0#48,20250725,1
0#48-4557,20250725,1
0#48-4558,20250725,1
0#48-4598,20250725,1
0#48-4599,20250725,1
0#48-5515,20250725,1
0#48-5516,20250725,1
0#48-5517,20250725,1
0#48-5518,20250725,1
0#48-5766,20250725,1
0#48-5767,20250725,1
0#48-5768,20250725,1
0#48-5769,20250725,1
0#48-5770,20250725,1
0#48-5773,20250725,1
0#48-5774,20250725,1
0#48-5775,20250725,1
0#48-5776,20250725,1
0#48-5777,20250725,1
0#48-5915,20250725,1
0#48-5916,20250725,1
0#48-5917,20250725,1
0#48-5918,20250725,1
0#51,20250725,1
0#51-4499,20250725,1
0#51-4500,20250725,1
0#51-4501,20250725,1
0#51-4502,20250725,1
0#51-4503,20250725,1
0#51-4504,20250725,1
0#51-4505,20250725,1
0#51-4506,20250725,1
0#51-4507,20250725,1
0#61,20250725,1
0#61-4835,20250725,1
0#61-4836,20250725,1
0#61-4837,20250725,1
0#61-4838,20250725,1
0#61-4839,20250725,1
0#61-4840,20250725,1
0#61-4841,20250725,1
0#61-4842,20250725,1
0#61-4843,20250725,1
0#61-4844,20250725,1
0#61-4845,20250725,1
0#61-4846,20250725,1
0#61-4847,20250725,1
0#61-4848,20250725,1
0#61-4849,20250725,1
0#61-4850,20250725,1
0#61-4851,20250725,1
0#61-4852,20250725,1
0#61-4853,20250725,1
0#61-4854,20250725,1
0#61-4855,20250725,1
0#61-4856,20250725,1
0#61-4857,20250725,1
0#61-4858,20250725,1
0#61-4859,20250725,1
0#61-4860,20250725,1
0#61-4861,20250725,1
0#61-4862,20250725,1
0#61-4863,20250725,1
0#61-4864,20250725,1
0#61-4865,20250725,1
0#61-4866,20250725,1
0#61-4867,20250725,1
0#61-4868,20250725,1
0#61-4869,20250725,1
0#61-4870,20250725,1
0#61-4871,20250725,1
0#61-4872,20250725,1
0#61-4873,20250725,1
0#61-4874,20250725,1
0#61-4875,20250725,1
0#61-4876,20250725,1
0#61-4877,20250725,1
0#61-4878,20250725,1
0#61-4879,20250725,1
0#61-4880,20250725,1
0#61-4881,20250725,1
0#61-4882,20250725,1
0#61-4883,20250725,1
0#61-4884,20250725,1
0#61-4885,20250725,1
0#61-4886,20250725,1
0#61-4887,20250725,1
0#61-4888,20250725,1
