route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,exceptional
T01,1#24,1#1-2,"TUSCOLANA/ANAGNINA","18365394",0,"",51509,0,0
C11,1#24,1#1-4,"CIMITERO LAURENTINO","18365388",0,"",63032,0,0
C11,1#24,1#1-5,"CINECITTA' (MA)","18365391",1,"",63033,0,0
C11,1#24,1#1-6,"CIMITERO LAURENTINO","18365389",0,"",63032,0,0
C11,1#24,1#1-7,"CINECITTA' (MA)","18365392",1,"",63033,0,0
C11,1#24,1#1-8,"CIMITERO LAURENTINO","18365390",0,"",63032,0,0
C11,1#24,1#1-9,"CINECITTA' (MA)","18365393",1,"",63033,0,0
T10,1#24,1#1-11,"TOR VERGATA/SCHIAVONETTI","18365395",0,"",51510,0,0
T01,1#27,1#2-2,"TUSCOLANA/ANAGNINA","18368458",0,"",51509,0,0
C11,1#27,1#2-4,"CIMITERO LAURENTINO","18368452",0,"",63032,0,0
C11,1#27,1#2-5,"CINECITTA' (MA)","18368455",1,"",63033,0,0
C11,1#27,1#2-6,"CIMITERO LAURENTINO","18368453",0,"",63032,0,0
C11,1#27,1#2-7,"CINECITTA' (MA)","18368456",1,"",63033,0,0
C11,1#27,1#2-8,"CIMITERO LAURENTINO","18368454",0,"",63032,0,0
C11,1#27,1#2-9,"CINECITTA' (MA)","18368457",1,"",63033,0,0
T10,1#27,1#2-11,"TOR VERGATA/SCHIAVONETTI","18368459",0,"",51510,0,0
T01,1#24,1#3-2,"TUSCOLANA/ANAGNINA","18365398",0,"",51509,0,0
C11,1#24,1#3-4,"CIMITERO LAURENTINO","18365396",0,"",63032,0,0
C11,1#24,1#3-5,"CINECITTA' (MA)","18365397",1,"",63033,0,0
T10,1#24,1#3-7,"TOR VERGATA/SCHIAVONETTI","18365399",0,"",51510,0,0
T01,1#27,1#4-2,"TUSCOLANA/ANAGNINA","18368462",0,"",51509,0,0
C11,1#27,1#4-4,"CIMITERO LAURENTINO","18368460",0,"",63032,0,0
C11,1#27,1#4-5,"CINECITTA' (MA)","18368461",1,"",63033,0,0
T10,1#27,1#4-7,"TOR VERGATA/SCHIAVONETTI","18368463",0,"",51510,0,0
C13,1#13,1#5-2,"P.LE STAZIONE DEL LIDO (RL)","18365414",1,"",700597,0,0
C13,1#13,1#5-3,"CIMITERO LAURENTINO","18365408",0,"",63457,0,0
C13,1#13,1#5-4,"P.LE STAZIONE DEL LIDO (RL)","18365411",1,"",63458,0,0
C13,1#13,1#5-5,"CIMITERO LAURENTINO","18365409",0,"",63457,0,0
C13,1#13,1#5-6,"P.LE STAZIONE DEL LIDO (RL)","18365412",1,"",63458,0,0
C13,1#13,1#5-7,"CIMITERO LAURENTINO","18365410",0,"",63457,0,0
C13,1#13,1#5-8,"P.LE STAZIONE DEL LIDO (RL)","18365413",1,"",63458,0,0
C20,1#13,1#5-10,"LENORMANT/ZELIA NUTTAL","18365415",0,"",51477,0,0
P02,1#17,1#6-2,"TERMINI (MA-MB-FS)","18367134",0,"",52894,0,0
C2,1#17,1#6-3,"CIMITERO FLAMINIO","18367142",0,"",64075,0,0
C2,1#17,1#6-4,"TERMINI (MA-MB-FS)","18367138",1,"",64076,0,0
C2,1#17,1#6-5,"CIMITERO FLAMINIO","18367141",0,"",64075,0,0
C2,1#17,1#6-6,"TERMINI (MA-MB-FS)","18367137",1,"",64076,0,0
C2,1#17,1#6-7,"CIMITERO FLAMINIO","18367140",0,"",64075,0,0
C2,1#17,1#6-8,"TERMINI (MA-MB-FS)","18367136",1,"",64076,0,0
C2,1#17,1#6-9,"CIMITERO FLAMINIO","18367139",0,"",64075,0,0
C2,1#17,1#6-10,"TERMINI (MA-MB-FS)","18367135",1,"",64076,0,0
P20,1#17,1#6-11,"PORTONACCIO/TIBURTINA","18367143",0,"",51506,0,0
P02,1#7,1#7-2,"TERMINI (MA-MB-FS)","24141940",0,"",52894,0,0
C2,1#7,1#7-3,"CIMITERO FLAMINIO","24141948",0,"",64075,0,0
C2,1#7,1#7-4,"TERMINI (MA-MB-FS)","24141941",1,"",64076,0,0
C2,1#7,1#7-5,"CIMITERO FLAMINIO","24141945",0,"",64075,0,0
C2,1#7,1#7-6,"TERMINI (MA-MB-FS)","24141942",1,"",64076,0,0
C2,1#7,1#7-7,"CIMITERO FLAMINIO","24141946",0,"",64075,0,0
C2,1#7,1#7-8,"TERMINI (MA-MB-FS)","24141943",1,"",64076,0,0
C2,1#7,1#7-9,"CIMITERO FLAMINIO","24141947",0,"",64075,0,0
C2,1#7,1#7-10,"TERMINI (MA-MB-FS)","24141944",1,"",64076,0,0
P20,1#7,1#7-11,"PORTONACCIO/TIBURTINA","24141949",0,"",51506,0,0
P02,1#7,1#8-2,"TERMINI (MA-MB-FS)","24141950",0,"",52894,0,0
C2,1#7,1#8-3,"CIMITERO FLAMINIO","24141955",0,"",64075,0,0
C2,1#7,1#8-4,"TERMINI (MA-MB-FS)","24141951",1,"",64076,0,0
C2,1#7,1#8-5,"CIMITERO FLAMINIO","24141956",0,"",64075,0,0
C2,1#7,1#8-6,"TERMINI (MA-MB-FS)","24141952",1,"",64076,0,0
C2,1#7,1#8-7,"CIMITERO FLAMINIO","24141957",0,"",64075,0,0
C2,1#7,1#8-8,"TERMINI (MA-MB-FS)","24141953",1,"",64076,0,0
C2,1#7,1#8-9,"CIMITERO FLAMINIO","24141958",0,"",64075,0,0
C2,1#7,1#8-10,"TERMINI (MA-MB-FS)","24141954",1,"",64076,0,0
P20,1#7,1#8-11,"PORTONACCIO/TIBURTINA","24141959",0,"",51506,0,0
P02,1#17,1#9-2,"TERMINI (MA-MB-FS)","18367153",0,"",52894,0,0
C2,1#17,1#9-3,"CIMITERO FLAMINIO","18367151",0,"",64075,0,0
C2,1#17,1#9-4,"TERMINI (MA-MB-FS)","18367147",1,"",64076,0,0
C2,1#17,1#9-5,"CIMITERO FLAMINIO","18367150",0,"",64075,0,0
C2,1#17,1#9-6,"TERMINI (MA-MB-FS)","18367146",1,"",64076,0,0
C2,1#17,1#9-7,"CIMITERO FLAMINIO","18367149",0,"",64075,0,0
C2,1#17,1#9-8,"TERMINI (MA-MB-FS)","18367145",1,"",64076,0,0
C2,1#17,1#9-9,"CIMITERO FLAMINIO","18367148",0,"",64075,0,0
C2,1#17,1#9-10,"TERMINI (MA-MB-FS)","18367144",1,"",64076,0,0
P20,1#17,1#9-11,"PORTONACCIO/TIBURTINA","18367152",0,"",51506,0,0
C3,1#9,1#10-2,"CIMITERO FLAMINIO","24368612",1,"",65386,0,0
C3,1#9,1#10-3,"STAZ.NE TIBURTINA (MB)","24368613",0,"",65385,0,0
C3,1#9,1#10-4,"CIMITERO FLAMINIO","24368614",1,"",65386,0,0
C3,1#9,1#10-5,"STAZ.NE TIBURTINA (MB)","24368615",0,"",65385,0,0
C3,1#9,1#10-6,"CIMITERO FLAMINIO","24368616",1,"",65386,0,0
C3,1#9,1#10-7,"STAZ.NE TIBURTINA (MB)","24368617",0,"",65385,0,0
C3,1#1,1#11-2,"CIMITERO FLAMINIO","23566056",1,"",65386,0,0
C3,1#1,1#11-3,"STAZ.NE TIBURTINA (MB)","23566050",0,"",65385,0,0
C3,1#1,1#11-4,"CIMITERO FLAMINIO","23566052",1,"",65386,0,0
C3,1#1,1#11-5,"STAZ.NE TIBURTINA (MB)","23566053",0,"",65385,0,0
C3,1#1,1#11-6,"CIMITERO FLAMINIO","23566054",1,"",65386,0,0
C3,1#1,1#11-7,"STAZ.NE TIBURTINA (MB)","23566055",0,"",65385,0,0
C3,1#9,1#12-2,"CIMITERO FLAMINIO","24368623",1,"",65386,0,0
C3,1#9,1#12-3,"STAZ.NE TIBURTINA (MB)","24368620",0,"",65385,0,0
C3,1#9,1#12-4,"CIMITERO FLAMINIO","24368618",1,"",65386,0,0
C3,1#9,1#12-5,"STAZ.NE TIBURTINA (MB)","24368619",0,"",65385,0,0
C3,1#9,1#12-6,"CIMITERO FLAMINIO","24368622",1,"",65386,0,0
C3,1#9,1#12-7,"STAZ.NE TIBURTINA (MB)","24368621",0,"",65385,0,0
C3,1#1,1#13-2,"CIMITERO FLAMINIO","23566057",1,"",65386,0,0
C3,1#1,1#13-3,"STAZ.NE TIBURTINA (MB)","23566058",0,"",65385,0,0
C3,1#1,1#13-4,"CIMITERO FLAMINIO","23566059",1,"",65386,0,0
C3,1#1,1#13-5,"STAZ.NE TIBURTINA (MB)","23566060",0,"",65385,0,0
C3,1#1,1#13-6,"CIMITERO FLAMINIO","23566061",1,"",65386,0,0
C3,1#1,1#13-7,"STAZ.NE TIBURTINA (MB)","23566062",0,"",65385,0,0
C3,1#9,1#14-2,"CIMITERO FLAMINIO","24368628",1,"",65386,0,0
C3,1#9,1#14-3,"STAZ.NE TIBURTINA (MB)","24368629",0,"",65385,0,0
C3,1#9,1#14-4,"CIMITERO FLAMINIO","24368624",1,"",65386,0,0
C3,1#9,1#14-5,"STAZ.NE TIBURTINA (MB)","24368625",0,"",65385,0,0
C3,1#9,1#14-6,"CIMITERO FLAMINIO","24368627",1,"",65386,0,0
C3,1#9,1#14-7,"STAZ.NE TIBURTINA (MB)","24368626",0,"",65385,0,0
C3,1#1,1#15-2,"CIMITERO FLAMINIO","23566063",1,"",65386,0,0
C3,1#1,1#15-3,"STAZ.NE TIBURTINA (MB)","23566064",0,"",65385,0,0
C3,1#1,1#15-4,"CIMITERO FLAMINIO","23566065",1,"",65386,0,0
C3,1#1,1#15-5,"STAZ.NE TIBURTINA (MB)","23566066",0,"",65385,0,0
C3,1#1,1#15-6,"CIMITERO FLAMINIO","23566067",1,"",65386,0,0
C3,1#1,1#15-7,"STAZ.NE TIBURTINA (MB)","23566068",0,"",65385,0,0
C3,1#9,1#16-2,"CIMITERO FLAMINIO","24368632",1,"",65386,0,0
C3,1#9,1#16-3,"STAZ.NE TIBURTINA (MB)","24368633",0,"",65385,0,0
C3,1#9,1#16-4,"CIMITERO FLAMINIO","24368635",1,"",65386,0,0
C3,1#9,1#16-5,"STAZ.NE TIBURTINA (MB)","24368634",0,"",65385,0,0
C3,1#9,1#16-6,"CIMITERO FLAMINIO","24368630",1,"",65386,0,0
C3,1#9,1#16-7,"STAZ.NE TIBURTINA (MB)","24368631",0,"",65385,0,0
C3,1#1,1#17-2,"CIMITERO FLAMINIO","23566069",1,"",65386,0,0
C3,1#1,1#17-3,"STAZ.NE TIBURTINA (MB)","23566070",0,"",65385,0,0
C3,1#1,1#17-4,"CIMITERO FLAMINIO","23566071",1,"",65386,0,0
C3,1#1,1#17-5,"STAZ.NE TIBURTINA (MB)","23566072",0,"",65385,0,0
C3,1#1,1#17-6,"CIMITERO FLAMINIO","23566073",1,"",65386,0,0
C3,1#1,1#17-7,"STAZ.NE TIBURTINA (MB)","23566074",0,"",65385,0,0
C3,1#1,1#18-2,"CIMITERO FLAMINIO","23566075",1,"",65386,0,0
C3,1#1,1#18-3,"STAZ.NE TIBURTINA (MB)","23566076",0,"",65385,0,0
C3,1#1,1#18-4,"CIMITERO FLAMINIO","23566077",1,"",65386,0,0
C3,1#1,1#18-5,"STAZ.NE TIBURTINA (MB)","23566078",0,"",65385,0,0
C3,1#1,1#18-6,"CIMITERO FLAMINIO","23566079",1,"",65386,0,0
C3,1#1,1#18-7,"STAZ.NE TIBURTINA (MB)","23566080",0,"",65385,0,0
C3,1#9,1#19-2,"CIMITERO FLAMINIO","24368641",1,"",65386,0,0
C3,1#9,1#19-3,"STAZ.NE TIBURTINA (MB)","24368637",0,"",65385,0,0
C3,1#9,1#19-4,"CIMITERO FLAMINIO","24368638",1,"",65386,0,0
C3,1#9,1#19-5,"STAZ.NE TIBURTINA (MB)","24368639",0,"",65385,0,0
C3,1#9,1#19-6,"CIMITERO FLAMINIO","24368640",1,"",65386,0,0
C3,1#9,1#19-7,"STAZ.NE TIBURTINA (MB)","24368636",0,"",65385,0,0
C4,1#17,1#20-2,"P.LE STAZIONE DEL LIDO (RL)","18367164",1,"",700596,0,0
C4,1#17,1#20-3,"CIMITERO FLAMINIO","18367160",0,"",63455,0,0
C4,1#17,1#20-4,"P.LE STAZIONE DEL LIDO (RL)","18367162",1,"",63456,0,0
C4,1#17,1#20-5,"CIMITERO FLAMINIO","18367161",0,"",63455,0,0
C4,1#17,1#20-6,"P.LE STAZIONE DEL LIDO (RL)","18367163",1,"",63456,0,0
C20,1#17,1#20-8,"LENORMANT/ZELIA NUTTAL","18367165",0,"",51477,0,0
C4,1#7,1#21-2,"P.LE STAZIONE DEL LIDO (RL)","18365466",1,"",700596,0,0
C4,1#7,1#21-3,"CIMITERO FLAMINIO","18365463",0,"",63455,0,0
C4,1#7,1#21-4,"P.LE STAZIONE DEL LIDO (RL)","18365464",1,"",63456,0,0
C4,1#7,1#21-5,"CIMITERO FLAMINIO","18365462",0,"",63455,0,0
C4,1#7,1#21-6,"P.LE STAZIONE DEL LIDO (RL)","18365465",1,"",63456,0,0
C20,1#7,1#21-8,"LENORMANT/ZELIA NUTTAL","18365467",0,"",51477,0,0
C5,1#17,1#22-2,"STAZIONE MONTEBELLO (RV)","18367174",0,"",63204,0,0
C5,1#17,1#22-3,"P. ZA DELLE CAMELIE","18367175",1,"",63205,0,0
C5,1#7,1#23-2,"STAZIONE MONTEBELLO (RV)","18365476",0,"",63204,0,0
C5,1#7,1#23-3,"P. ZA DELLE CAMELIE","18365477",1,"",63205,0,0
C5,1#7,1#24-2,"STAZIONE MONTEBELLO (RV)","18365478",0,"",63204,0,0
C5,1#7,1#24-3,"P. ZA DELLE CAMELIE","18365479",1,"",63205,0,0
C5,1#17,1#25-2,"STAZIONE MONTEBELLO (RV)","18367176",0,"",63204,0,0
C5,1#17,1#25-3,"P. ZA DELLE CAMELIE","18367177",1,"",63205,0,0
C5,1#7,1#26-2,"STAZIONE MONTEBELLO (RV)","18365480",0,"",63204,0,0
C5,1#7,1#26-3,"P. ZA DELLE CAMELIE","18365481",1,"",63205,0,0
C5,1#17,1#27-2,"STAZIONE MONTEBELLO (RV)","18367178",0,"",63204,0,0
C5,1#17,1#27-3,"P. ZA DELLE CAMELIE","18367179",1,"",63205,0,0
C5,1#17,1#28-2,"STAZIONE MONTEBELLO (RV)","18367180",0,"",63204,0,0
C5,1#17,1#28-3,"P. ZA DELLE CAMELIE","18367181",1,"",63205,0,0
C5,1#7,1#29-2,"STAZIONE MONTEBELLO (RV)","18365482",0,"",63204,0,0
C5,1#7,1#29-3,"P. ZA DELLE CAMELIE","18365483",1,"",63205,0,0
C7,1#17,1#30-2,"CIMITERO FLAMINIO","18367191",0,"",50151,0,0
C7,1#17,1#30-3,"LAURENTINA (MB)","18367193",1,"",50152,0,0
C7,1#17,1#30-4,"CIMITERO FLAMINIO","18367190",0,"",50151,0,0
C7,1#17,1#30-5,"LAURENTINA (MB)","18367192",1,"",50152,0,0
C7,1#7,1#31-2,"CIMITERO FLAMINIO","18365493",0,"",50151,0,0
C7,1#7,1#31-3,"LAURENTINA (MB)","18365495",1,"",50152,0,0
C7,1#7,1#31-4,"CIMITERO FLAMINIO","18365492",0,"",50151,0,0
C7,1#7,1#31-5,"LAURENTINA (MB)","18365494",1,"",50152,0,0
C7,1#17,1#32-2,"CIMITERO FLAMINIO","18367194",0,"",50151,0,0
C7,1#17,1#32-3,"LAURENTINA (MB)","18367195",1,"",50152,0,0
C7,1#7,1#33-2,"CIMITERO FLAMINIO","18365496",0,"",50151,0,0
C7,1#7,1#33-3,"LAURENTINA (MB)","18365497",1,"",50152,0,0
C7,1#17,1#34-2,"CIMITERO FLAMINIO","18367196",0,"",50151,0,0
C7,1#17,1#34-3,"LAURENTINA (MB)","18367197",1,"",50152,0,0
C7,1#7,1#35-2,"CIMITERO FLAMINIO","18365498",0,"",50151,0,0
C7,1#7,1#35-3,"LAURENTINA (MB)","18365499",1,"",50152,0,0
C9,1#7,1#36-2,"S. VITTORINO","18365505",0,"",53769,0,0
C9,1#7,1#36-3,"ROMANISTI/MARFORIO","18365504",1,"",50154,0,0
C9,1#17,1#37-2,"S. VITTORINO","18367203",0,"",53769,0,0
C9,1#17,1#37-3,"ROMANISTI/MARFORIO","18367202",1,"",50154,0,0
C9,1#17,1#38-2,"S. VITTORINO","18367205",0,"",53769,0,0
C9,1#17,1#38-3,"ROMANISTI/MARFORIO","18367204",1,"",50154,0,0
C9,1#7,1#39-2,"S. VITTORINO","18365507",0,"",53769,0,0
C9,1#7,1#39-3,"ROMANISTI/MARFORIO","18365506",1,"",50154,0,0
H,1#12,1#40-2,"DEI CAPASSO","24947330",1,"",700208,0,0
H,1#12,1#40-3,"TERMINI (MA-MB-FS)","24947316",0,"",65339,0,0
H,1#12,1#40-4,"DEI CAPASSO","24947324",1,"",65340,0,0
H,1#12,1#40-5,"TERMINI (MA-MB-FS)","24947317",0,"",65339,0,0
H,1#12,1#40-6,"DEI CAPASSO","24947325",1,"",65340,0,0
H,1#12,1#40-7,"TERMINI (MA-MB-FS)","24947318",0,"",65339,0,0
H,1#12,1#40-8,"DEI CAPASSO","24947326",1,"",65340,0,0
H,1#12,1#40-9,"TERMINI (MA-MB-FS)","24947319",0,"",65339,0,0
H,1#12,1#40-10,"DEI CAPASSO","24947328",1,"",65340,0,0
H,1#12,1#40-11,"TERMINI (MA-MB-FS)","24947313",0,"",65339,0,0
H,1#12,1#40-12,"DEI CAPASSO","24947322",1,"",65340,0,0
H,1#12,1#40-13,"TERMINI (MA-MB-FS)","24947314",0,"",65339,0,0
H,1#12,1#40-14,"DEI CAPASSO","24947323",1,"",65340,0,0
H,1#12,1#40-15,"TERMINI (MA-MB-FS)","24947315",0,"",65339,0,0
H,1#12,1#40-16,"DEI CAPASSO","24947327",1,"",65340,0,0
H,1#12,1#40-17,"TERMINI (MA-MB-FS)","24947320",0,"",65339,0,0
H,1#12,1#40-18,"DEI CAPASSO","24947329",1,"",65340,0,0
H,1#12,1#40-19,"TERMINI (MA-MB-FS)","24947321",0,"",65339,0,0
P20,1#12,1#40-20,"PORTONACCIO/TIBURTINA","24947331",0,"",51506,0,0
H,1#1,1#41-2,"TERMINI (MA-MB-FS)","24522668",0,"",65339,0,0
H,1#1,1#41-3,"DEI CAPASSO","24522669",1,"",65340,0,0
H,1#1,1#41-4,"TERMINI (MA-MB-FS)","24522663",0,"",65339,0,0
H,1#1,1#41-5,"DEI CAPASSO","24555669",1,"",65340,0,0
H,1#1,1#41-6,"TERMINI (MA-MB-FS)","24522665",0,"",65339,0,0
H,1#1,1#41-7,"DEI CAPASSO","24522664",1,"",65340,0,0
H,1#1,1#41-8,"TERMINI (MA-MB-FS)","24522666",0,"",65339,0,0
H,1#1,1#41-9,"DEI CAPASSO","24522670",1,"",65340,0,0
H,1#1,1#41-10,"TERMINI (MA-MB-FS)","24522671",0,"",65339,0,0
H,1#1,1#41-11,"DEI CAPASSO","24522667",1,"",65340,0,0
L01,1#19,1#42-2,"LAURENTINA (MB)","24843000",0,"",52852,0,0
H,1#19,1#42-4,"DEI CAPASSO","24843019",1,"",700208,0,0
H,1#19,1#42-5,"TERMINI (MA-MB-FS)","24843001",0,"",65339,0,0
H,1#19,1#42-6,"DEI CAPASSO","24843002",1,"",65340,0,0
H,1#19,1#42-7,"TERMINI (MA-MB-FS)","24843003",0,"",65339,0,0
H,1#19,1#42-8,"DEI CAPASSO","24843004",1,"",65340,0,0
H,1#19,1#42-9,"TERMINI (MA-MB-FS)","24843005",0,"",65339,0,0
H,1#19,1#42-10,"DEI CAPASSO","24843006",1,"",65340,0,0
H,1#19,1#42-11,"TERMINI (MA-MB-FS)","24843007",0,"",65339,0,0
H,1#19,1#42-12,"DEI CAPASSO","24843008",1,"",65340,0,0
H,1#19,1#42-13,"TERMINI (MA-MB-FS)","24843009",0,"",65339,0,0
H,1#19,1#42-14,"DEI CAPASSO","24843010",1,"",65340,0,0
H,1#19,1#42-15,"TERMINI (MA-MB-FS)","24843011",0,"",65339,0,0
H,1#19,1#42-16,"DEI CAPASSO","24843012",1,"",65340,0,0
H,1#19,1#42-17,"TERMINI (MA-MB-FS)","24843013",0,"",65339,0,0
H,1#19,1#42-18,"DEI CAPASSO","24843014",1,"",65340,0,0
H,1#19,1#42-19,"TERMINI (MA-MB-FS)","24843015",0,"",65339,0,0
H,1#19,1#42-20,"DEI CAPASSO","24843016",1,"",65340,0,0
H,1#19,1#42-21,"TERMINI (MA-MB-FS)","24843017",0,"",65339,0,0
H,1#19,1#42-22,"DEI CAPASSO","24843018",1,"",65340,0,0
L10,1#19,1#42-24,"CARUCCI/ANAGRAFE TRIBUTARIA","24843020",0,"",57380,0,0
L08,1#19,1#43-2,"TERMINI (MA-MB-FS)","24843021",0,"",52870,0,0
H,1#19,1#43-3,"DEI CAPASSO","24843022",1,"",65340,0,0
H,1#19,1#43-4,"TERMINI (MA-MB-FS)","24843023",0,"",65339,0,0
H,1#19,1#43-5,"DEI CAPASSO","24843024",1,"",65340,0,0
H,1#19,1#43-6,"TERMINI (MA-MB-FS)","24843025",0,"",65339,0,0
H,1#19,1#43-7,"DEI CAPASSO","24843026",1,"",65340,0,0
H,1#19,1#43-8,"TERMINI (MA-MB-FS)","24843027",0,"",65339,0,0
H,1#19,1#43-9,"DEI CAPASSO","24843028",1,"",65340,0,0
H,1#19,1#43-10,"TERMINI (MA-MB-FS)","24843029",0,"",65339,0,0
H,1#19,1#43-11,"DEI CAPASSO","24843030",1,"",65340,0,0
H,1#19,1#43-12,"TERMINI (MA-MB-FS)","24843031",0,"",65339,0,0
H,1#19,1#43-13,"DEI CAPASSO","24843032",1,"",65340,0,0
H,1#19,1#43-14,"TERMINI (MA-MB-FS)","24843033",0,"",65339,0,0
H,1#19,1#43-15,"DEI CAPASSO","24843034",1,"",65340,0,0
H,1#19,1#43-16,"TERMINI (MA-MB-FS)","24843035",0,"",65339,0,0
H,1#19,1#43-17,"DEI CAPASSO","24843036",1,"",65340,0,0
L10,1#19,1#43-19,"CARUCCI/ANAGRAFE TRIBUTARIA","24843037",0,"",57380,0,0
P02,1#12,1#44-2,"TERMINI (MA-MB-FS)","24933517",0,"",52894,0,0
H,1#12,1#44-3,"DEI CAPASSO","24933513",1,"",65340,0,0
H,1#12,1#44-4,"TERMINI (MA-MB-FS)","24933503",0,"",65339,0,0
H,1#12,1#44-5,"DEI CAPASSO","24933510",1,"",65340,0,0
H,1#12,1#44-6,"TERMINI (MA-MB-FS)","24933504",0,"",65339,0,0
H,1#12,1#44-7,"DEI CAPASSO","24933511",1,"",65340,0,0
H,1#12,1#44-8,"TERMINI (MA-MB-FS)","24933505",0,"",65339,0,0
H,1#12,1#44-9,"DEI CAPASSO","24933512",1,"",65340,0,0
H,1#12,1#44-10,"TERMINI (MA-MB-FS)","24933506",0,"",65339,0,0
H,1#12,1#44-11,"DEI CAPASSO","24933514",1,"",65340,0,0
H,1#12,1#44-12,"TERMINI (MA-MB-FS)","24933507",0,"",65339,0,0
H,1#12,1#44-13,"DEI CAPASSO","24933515",1,"",65340,0,0
H,1#12,1#44-14,"TERMINI (MA-MB-FS)","24933508",0,"",65339,0,0
H,1#12,1#44-15,"DEI CAPASSO","24933516",1,"",65340,0,0
H,1#12,1#44-16,"TERMINI (MA-MB-FS)","24933509",0,"",65339,0,0
P20,1#12,1#44-17,"PORTONACCIO/TIBURTINA","24933518",0,"",51506,0,0
L01,1#19,1#45-2,"LAURENTINA (MB)","24843038",0,"",52852,0,0
H,1#19,1#45-4,"DEI CAPASSO","24843050",1,"",700208,0,0
H,1#19,1#45-5,"TERMINI (MA-MB-FS)","24843051",0,"",65339,0,0
H,1#19,1#45-6,"DEI CAPASSO","24843052",1,"",65340,0,0
H,1#19,1#45-7,"TERMINI (MA-MB-FS)","24843040",0,"",65339,0,0
H,1#19,1#45-8,"DEI CAPASSO","24843041",1,"",65340,0,0
H,1#19,1#45-9,"TERMINI (MA-MB-FS)","24843042",0,"",65339,0,0
H,1#19,1#45-10,"DEI CAPASSO","24843043",1,"",65340,0,0
H,1#19,1#45-11,"TERMINI (MA-MB-FS)","24843044",0,"",65339,0,0
H,1#19,1#45-12,"DEI CAPASSO","24843045",1,"",65340,0,0
H,1#19,1#45-13,"TERMINI (MA-MB-FS)","24843046",0,"",65339,0,0
H,1#19,1#45-14,"DEI CAPASSO","24843047",1,"",65340,0,0
H,1#19,1#45-15,"TERMINI (MA-MB-FS)","24843048",0,"",65339,0,0
H,1#19,1#45-16,"DEI CAPASSO","24843053",1,"",65340,0,0
H,1#19,1#45-17,"TERMINI (MA-MB-FS)","24843054",0,"",65339,0,0
H,1#19,1#45-18,"DEI CAPASSO","24843055",1,"",65340,0,0
H,1#19,1#45-19,"TERMINI (MA-MB-FS)","24843039",0,"",65339,0,0
H,1#19,1#45-20,"DEI CAPASSO","24843049",1,"",65340,0,0
L10,1#19,1#45-22,"CARUCCI/ANAGRAFE TRIBUTARIA","24843056",0,"",57380,0,0
P02,1#1,1#46-2,"TERMINI (MA-MB-FS)","24522688",0,"",52894,0,0
H,1#1,1#46-3,"DEI CAPASSO","24555670",1,"",65340,0,0
H,1#1,1#46-4,"TERMINI (MA-MB-FS)","24522682",0,"",65339,0,0
H,1#1,1#46-5,"DEI CAPASSO","24522680",1,"",65340,0,0
H,1#1,1#46-6,"TERMINI (MA-MB-FS)","24522681",0,"",65339,0,0
H,1#1,1#46-7,"DEI CAPASSO","24522684",1,"",65340,0,0
H,1#1,1#46-8,"TERMINI (MA-MB-FS)","24522686",0,"",65339,0,0
H,1#1,1#46-9,"DEI CAPASSO","24522685",1,"",65340,0,0
H,1#1,1#46-10,"TERMINI (MA-MB-FS)","24522675",0,"",65339,0,0
H,1#1,1#46-11,"DEI CAPASSO","24522674",1,"",65340,0,0
H,1#1,1#46-12,"TERMINI (MA-MB-FS)","24522676",0,"",65339,0,0
H,1#1,1#46-13,"DEI CAPASSO","24522677",1,"",65340,0,0
H,1#1,1#46-14,"TERMINI (MA-MB-FS)","24522678",0,"",65339,0,0
H,1#1,1#46-15,"DEI CAPASSO","24522679",1,"",65340,0,0
H,1#1,1#46-16,"TERMINI (MA-MB-FS)","24522683",0,"",65339,0,0
P20,1#1,1#46-17,"PORTONACCIO/TIBURTINA","24522673",0,"",51506,0,0
H,1#12,1#47-2,"DEI CAPASSO","24947351",1,"",700208,0,0
H,1#12,1#47-3,"TERMINI (MA-MB-FS)","24947335",0,"",65339,0,0
H,1#12,1#47-4,"DEI CAPASSO","24947344",1,"",65340,0,0
H,1#12,1#47-5,"TERMINI (MA-MB-FS)","24947336",0,"",65339,0,0
H,1#12,1#47-6,"DEI CAPASSO","24947345",1,"",65340,0,0
H,1#12,1#47-7,"TERMINI (MA-MB-FS)","24947337",0,"",65339,0,0
H,1#12,1#47-8,"DEI CAPASSO","24947346",1,"",65340,0,0
H,1#12,1#47-9,"TERMINI (MA-MB-FS)","24947338",0,"",65339,0,0
H,1#12,1#47-10,"DEI CAPASSO","24947347",1,"",65340,0,0
H,1#12,1#47-11,"TERMINI (MA-MB-FS)","24947332",0,"",65339,0,0
H,1#12,1#47-12,"DEI CAPASSO","24947342",1,"",65340,0,0
H,1#12,1#47-13,"TERMINI (MA-MB-FS)","24947333",0,"",65339,0,0
H,1#12,1#47-14,"DEI CAPASSO","24947343",1,"",65340,0,0
H,1#12,1#47-15,"TERMINI (MA-MB-FS)","24947334",0,"",65339,0,0
H,1#12,1#47-16,"DEI CAPASSO","24947348",1,"",65340,0,0
H,1#12,1#47-17,"TERMINI (MA-MB-FS)","24947340",0,"",65339,0,0
H,1#12,1#47-18,"DEI CAPASSO","24947349",1,"",65340,0,0
H,1#12,1#47-19,"TERMINI (MA-MB-FS)","24947339",0,"",65339,0,0
H,1#12,1#47-20,"DEI CAPASSO","24947350",1,"",65340,0,0
