route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,exceptional
05,1#1,1#424-12,"MAR ROSSO/MARE GLACIALE ARTICO","24865828",1,"",63453,0,0
05,1#1,1#424-13,"IDROSCALO/BASTIMENTI","24865822",0,"",62184,0,0
05,1#1,1#424-14,"MAR ROSSO/MARE GLACIALE ARTICO","24865823",1,"",63452,0,0
C30,1#1,1#424-15,"LENORMANT/ZELIA NUTTAL","24865830",0,"",51479,0,0
C03,1#12,1#425-2,"MAR ROSSO/MARE GLACIALE ARTICO","24271323",0,"",51478,0,0
05,1#12,1#425-3,"IDROSCALO/BASTIMENTI","24271333",0,"",62184,0,0
05,1#12,1#425-4,"MAR ROSSO/MARE GLACIALE ARTICO","24271338",1,"",63453,0,0
05,1#12,1#425-5,"IDROSCALO/BASTIMENTI","24271332",0,"",62184,0,0
05,1#12,1#425-6,"MAR ROSSO/MARE GLACIALE ARTICO","24271334",1,"",63452,0,0
05,1#12,1#425-7,"IDROSCALO/BASTIMENTI","24271331",0,"",62184,0,0
05,1#12,1#425-8,"MAR ROSSO/MARE GLACIALE ARTICO","24271335",1,"",63453,0,0
05,1#12,1#425-9,"IDROSCALO/BASTIMENTI","24271324",0,"",62184,0,0
05,1#12,1#425-10,"MAR ROSSO/MARE GLACIALE ARTICO","24271339",1,"",63452,0,0
05,1#12,1#425-11,"IDROSCALO/BASTIMENTI","24271325",0,"",62184,0,0
05,1#12,1#425-12,"MAR ROSSO/MARE GLACIALE ARTICO","24271340",1,"",63452,0,0
05,1#12,1#425-13,"IDROSCALO/BASTIMENTI","24271326",0,"",62184,0,0
05,1#12,1#425-14,"MAR ROSSO/MARE GLACIALE ARTICO","24271341",1,"",63452,0,0
05,1#12,1#425-15,"IDROSCALO/BASTIMENTI","24271330",0,"",62184,0,0
05,1#12,1#425-16,"MAR ROSSO/MARE GLACIALE ARTICO","24271342",1,"",63453,0,0
05,1#12,1#425-17,"IDROSCALO/BASTIMENTI","24271327",0,"",62184,0,0
05,1#12,1#425-18,"MAR ROSSO/MARE GLACIALE ARTICO","24271343",1,"",63452,0,0
05,1#12,1#425-19,"IDROSCALO/BASTIMENTI","24271328",0,"",62184,0,0
05,1#12,1#425-20,"MAR ROSSO/MARE GLACIALE ARTICO","24271336",1,"",63453,0,0
05,1#12,1#425-21,"IDROSCALO/BASTIMENTI","24271329",0,"",62184,0,0
05,1#12,1#425-22,"MAR ROSSO/MARE GLACIALE ARTICO","24271337",1,"",63453,0,0
C30,1#12,1#425-23,"LENORMANT/ZELIA NUTTAL","24271344",0,"",51479,0,0
C02,1#19,1#426-2,"BALENIERE/INPS","24597070",0,"",51476,0,0
05,1#19,1#426-4,"IDROSCALO/BASTIMENTI","24597086",0,"",700556,0,0
05,1#19,1#426-5,"MAR ROSSO/MARE GLACIALE ARTICO","24597080",1,"",63452,0,0
05,1#19,1#426-6,"IDROSCALO/BASTIMENTI","24597094",0,"",62184,0,0
05,1#19,1#426-7,"MAR ROSSO/MARE GLACIALE ARTICO","24597081",1,"",63452,0,0
05,1#19,1#426-8,"IDROSCALO/BASTIMENTI","24597093",0,"",62184,0,0
05,1#19,1#426-9,"MAR ROSSO/MARE GLACIALE ARTICO","24597082",1,"",63452,0,0
05,1#19,1#426-10,"IDROSCALO/BASTIMENTI","24597091",0,"",62184,0,0
05,1#19,1#426-11,"MAR ROSSO/MARE GLACIALE ARTICO","24597071",1,"",63453,0,0
05,1#19,1#426-12,"IDROSCALO/BASTIMENTI","24597092",0,"",62184,0,0
05,1#19,1#426-13,"MAR ROSSO/MARE GLACIALE ARTICO","24597072",1,"",63453,0,0
05,1#19,1#426-14,"IDROSCALO/BASTIMENTI","24597083",0,"",62184,0,0
05,1#19,1#426-15,"MAR ROSSO/MARE GLACIALE ARTICO","24597073",1,"",63452,0,0
05,1#19,1#426-16,"IDROSCALO/BASTIMENTI","24597084",0,"",62184,0,0
05,1#19,1#426-17,"MAR ROSSO/MARE GLACIALE ARTICO","24597074",1,"",63452,0,0
05,1#19,1#426-18,"IDROSCALO/BASTIMENTI","24597090",0,"",62184,0,0
05,1#19,1#426-19,"MAR ROSSO/MARE GLACIALE ARTICO","24597075",1,"",63453,0,0
05,1#19,1#426-20,"IDROSCALO/BASTIMENTI","24597087",0,"",62184,0,0
05,1#19,1#426-21,"MAR ROSSO/MARE GLACIALE ARTICO","24597076",1,"",63453,0,0
05,1#19,1#426-22,"IDROSCALO/BASTIMENTI","24597088",0,"",62184,0,0
05,1#19,1#426-23,"MAR ROSSO/MARE GLACIALE ARTICO","24597077",1,"",63452,0,0
05,1#19,1#426-24,"IDROSCALO/BASTIMENTI","24597089",0,"",62184,0,0
05,1#19,1#426-25,"MAR ROSSO/MARE GLACIALE ARTICO","24597078",1,"",63452,0,0
05,1#19,1#426-26,"IDROSCALO/BASTIMENTI","24597085",0,"",62184,0,0
05,1#19,1#426-27,"MAR ROSSO/MARE GLACIALE ARTICO","24597079",1,"",63452,0,0
C30,1#19,1#426-28,"LENORMANT/ZELIA NUTTAL","24597095",0,"",51479,0,0
058F,1#1,1#427-2,"GROTTE CELONI (MC)","23870066",0,"",57765,0,0
058F,1#1,1#427-3,"LONGONI/INPS","23870069",1,"",59003,0,0
058F,1#1,1#427-4,"GROTTE CELONI (MC)","23870060",0,"",57765,0,0
058F,1#1,1#427-5,"LONGONI/INPS","23870070",1,"",59003,0,0
058F,1#1,1#427-6,"GROTTE CELONI (MC)","23870061",0,"",57765,0,0
058F,1#1,1#427-7,"LONGONI/INPS","23870071",1,"",59003,0,0
058F,1#1,1#427-8,"GROTTE CELONI (MC)","23870062",0,"",57765,0,0
058F,1#1,1#427-9,"LONGONI/INPS","23870058",1,"",59003,0,0
058F,1#1,1#427-10,"GROTTE CELONI (MC)","23870063",0,"",57765,0,0
058F,1#1,1#427-11,"LONGONI/INPS","23870072",1,"",59003,0,0
058F,1#1,1#427-12,"GROTTE CELONI (MC)","23870064",0,"",57765,0,0
058F,1#1,1#427-13,"LONGONI/INPS","23870073",1,"",59003,0,0
058F,1#1,1#427-14,"GROTTE CELONI (MC)","23870065",0,"",57765,0,0
058F,1#1,1#427-15,"LONGONI/INPS","23870074",1,"",59003,0,0
058F,1#1,1#427-16,"GROTTE CELONI (MC)","23870088",0,"",57765,0,0
058F,1#1,1#427-17,"LONGONI/INPS","23870075",1,"",59003,0,0
058F,1#1,1#427-18,"GROTTE CELONI (MC)","23870089",0,"",57765,0,0
058F,1#1,1#427-19,"LONGONI/INPS","23870076",1,"",59003,0,0
058F,1#1,1#427-20,"GROTTE CELONI (MC)","23870090",0,"",57765,0,0
058F,1#1,1#427-21,"LONGONI/INPS","23870085",1,"",59003,0,0
058F,1#1,1#427-22,"GROTTE CELONI (MC)","23870091",0,"",57765,0,0
058F,1#1,1#427-23,"LONGONI/INPS","23870087",1,"",59003,0,0
058F,1#1,1#427-24,"GROTTE CELONI (MC)","23870092",0,"",57765,0,0
058F,1#1,1#427-25,"LONGONI/INPS","23870086",1,"",59003,0,0
058F,1#1,1#427-26,"GROTTE CELONI (MC)","23870093",0,"",57765,0,0
058F,1#1,1#427-27,"LONGONI/INPS","23870078",1,"",59003,0,0
058F,1#1,1#427-28,"GROTTE CELONI (MC)","23870055",0,"",57765,0,0
058F,1#1,1#427-29,"LONGONI/INPS","23870079",1,"",59003,0,0
058F,1#1,1#427-30,"GROTTE CELONI (MC)","23870056",0,"",57765,0,0
058F,1#1,1#427-31,"LONGONI/INPS","23870080",1,"",59003,0,0
058F,1#1,1#427-32,"GROTTE CELONI (MC)","23870057",0,"",57765,0,0
058F,1#1,1#427-33,"LONGONI/INPS","23870081",1,"",59003,0,0
058F,1#1,1#427-34,"GROTTE CELONI (MC)","23870059",0,"",57765,0,0
058F,1#1,1#427-35,"LONGONI/INPS","23870082",1,"",59003,0,0
058F,1#1,1#427-36,"GROTTE CELONI (MC)","23870077",0,"",57765,0,0
058F,1#1,1#427-37,"LONGONI/INPS","23870083",1,"",59003,0,0
058F,1#1,1#427-38,"GROTTE CELONI (MC)","23870067",0,"",57765,0,0
058F,1#1,1#427-39,"LONGONI/INPS","23870084",1,"",59003,0,0
058F,1#1,1#427-40,"GROTTE CELONI (MC)","23870068",0,"",57765,0,0
058F,1#1,1#428-2,"GROTTE CELONI (MC)","21361315",0,"",57765,0,0
058F,1#1,1#428-3,"LONGONI/INPS","21361321",1,"",59003,0,0
058F,1#1,1#428-4,"GROTTE CELONI (MC)","21361316",0,"",57765,0,0
058F,1#1,1#428-5,"LONGONI/INPS","21361322",1,"",59003,0,0
058F,1#1,1#428-6,"GROTTE CELONI (MC)","21361317",0,"",57765,0,0
058F,1#1,1#428-7,"LONGONI/INPS","21361323",1,"",59003,0,0
058F,1#1,1#428-8,"GROTTE CELONI (MC)","21361318",0,"",57765,0,0
058F,1#1,1#428-9,"LONGONI/INPS","21361324",1,"",59003,0,0
058F,1#1,1#428-10,"GROTTE CELONI (MC)","21361328",0,"",57765,0,0
058F,1#1,1#428-11,"LONGONI/INPS","21361325",1,"",59003,0,0
058F,1#1,1#428-12,"GROTTE CELONI (MC)","21361329",0,"",57765,0,0
058F,1#1,1#428-13,"LONGONI/INPS","21361326",1,"",59003,0,0
058F,1#1,1#428-14,"GROTTE CELONI (MC)","21361330",0,"",57765,0,0
058F,1#1,1#428-15,"LONGONI/INPS","21361327",1,"",59003,0,0
058F,1#1,1#428-16,"GROTTE CELONI (MC)","21361331",0,"",57765,0,0
058F,1#1,1#428-17,"LONGONI/INPS","21361338",1,"",59003,0,0
058F,1#1,1#428-18,"GROTTE CELONI (MC)","21361332",0,"",57765,0,0
058F,1#1,1#428-19,"LONGONI/INPS","21361339",1,"",59003,0,0
058F,1#1,1#428-20,"GROTTE CELONI (MC)","21361333",0,"",57765,0,0
058F,1#1,1#428-21,"LONGONI/INPS","21361340",1,"",59003,0,0
058F,1#1,1#428-22,"GROTTE CELONI (MC)","21361334",0,"",57765,0,0
058F,1#1,1#428-23,"LONGONI/INPS","21361341",1,"",59003,0,0
058F,1#1,1#428-24,"GROTTE CELONI (MC)","21361335",0,"",57765,0,0
058F,1#1,1#428-25,"LONGONI/INPS","21361342",1,"",59003,0,0
058F,1#1,1#428-26,"GROTTE CELONI (MC)","21361336",0,"",57765,0,0
058F,1#1,1#428-27,"LONGONI/INPS","21361343",1,"",59003,0,0
058F,1#1,1#428-28,"GROTTE CELONI (MC)","21361337",0,"",57765,0,0
058F,1#1,1#428-29,"LONGONI/INPS","21361344",1,"",59003,0,0
058F,1#1,1#428-30,"GROTTE CELONI (MC)","21361319",0,"",57765,0,0
058F,1#1,1#428-31,"LONGONI/INPS","21361345",1,"",59003,0,0
058F,1#1,1#428-32,"GROTTE CELONI (MC)","21361320",0,"",57765,0,0
058F,1#1,1#428-33,"LONGONI/INPS","21361346",1,"",59003,0,0
058,1#12,1#429-2,"PONTE MAMMOLO (MB)","24684928",1,"",700595,0,0
058,1#12,1#429-3,"TOR VERGATA/MEDICINA","24684922",0,"",57843,0,0
058,1#12,1#429-4,"PONTE MAMMOLO (MB)","24684908",1,"",57844,0,0
058,1#12,1#429-5,"TOR VERGATA/MEDICINA","24684909",0,"",57843,0,0
058,1#12,1#429-6,"PONTE MAMMOLO (MB)","24684910",1,"",57844,0,0
058,1#12,1#429-7,"TOR VERGATA/MEDICINA","24684911",0,"",57843,0,0
058,1#12,1#429-8,"PONTE MAMMOLO (MB)","24684921",1,"",57844,0,0
058,1#12,1#429-9,"TOR VERGATA/MEDICINA","24684912",0,"",57843,0,0
058,1#12,1#429-10,"PONTE MAMMOLO (MB)","24684913",1,"",57844,0,0
058,1#12,1#429-11,"TOR VERGATA/MEDICINA","24684914",0,"",57843,0,0
058,1#12,1#429-12,"PONTE MAMMOLO (MB)","24684915",1,"",57844,0,0
058,1#12,1#429-13,"TOR VERGATA/MEDICINA","24684916",0,"",57843,0,0
058,1#12,1#429-14,"PONTE MAMMOLO (MB)","24684917",1,"",57844,0,0
058,1#12,1#429-15,"TOR VERGATA/MEDICINA","24684919",0,"",57843,0,0
058,1#12,1#429-16,"PONTE MAMMOLO (MB)","24684907",1,"",57844,0,0
058,1#12,1#429-17,"TOR VERGATA/MEDICINA","24684927",0,"",57843,0,0
058,1#12,1#429-18,"PONTE MAMMOLO (MB)","24684923",1,"",57844,0,0
058,1#12,1#429-19,"TOR VERGATA/MEDICINA","24684924",0,"",57843,0,0
058,1#12,1#429-20,"PONTE MAMMOLO (MB)","24684918",1,"",57844,0,0
058,1#12,1#429-21,"TOR VERGATA/MEDICINA","24684925",0,"",57843,0,0
058,1#12,1#429-22,"PONTE MAMMOLO (MB)","24684920",1,"",57844,0,0
058,1#12,1#429-23,"TOR VERGATA/MEDICINA","24684926",0,"",57843,0,0
058,1#19,1#430-2,"PONTE MAMMOLO (MB)","24731620",1,"",700595,0,0
058,1#19,1#430-3,"TOR VERGATA/MEDICINA","24731605",0,"",57843,0,0
058,1#19,1#430-4,"PONTE MAMMOLO (MB)","24731603",1,"",57844,0,0
058,1#19,1#430-5,"TOR VERGATA/MEDICINA","24731604",0,"",57843,0,0
058,1#19,1#430-6,"PONTE MAMMOLO (MB)","24731606",1,"",57844,0,0
058,1#19,1#430-7,"TOR VERGATA/MEDICINA","24731607",0,"",57843,0,0
058,1#19,1#430-8,"PONTE MAMMOLO (MB)","24731608",1,"",57844,0,0
058,1#19,1#430-9,"TOR VERGATA/MEDICINA","24731609",0,"",57843,0,0
058,1#19,1#430-10,"PONTE MAMMOLO (MB)","24731610",1,"",57844,0,0
058,1#19,1#430-11,"TOR VERGATA/MEDICINA","24731611",0,"",57843,0,0
058,1#19,1#430-12,"PONTE MAMMOLO (MB)","24731612",1,"",57844,0,0
058,1#19,1#430-13,"TOR VERGATA/MEDICINA","24731613",0,"",57843,0,0
058,1#19,1#430-14,"PONTE MAMMOLO (MB)","24731614",1,"",57844,0,0
058,1#19,1#430-15,"TOR VERGATA/MEDICINA","24731615",0,"",57843,0,0
058,1#19,1#430-16,"PONTE MAMMOLO (MB)","24731616",1,"",57844,0,0
058,1#19,1#430-17,"TOR VERGATA/MEDICINA","24731617",0,"",57843,0,0
058,1#19,1#430-18,"PONTE MAMMOLO (MB)","24731618",1,"",57844,0,0
058,1#19,1#430-19,"TOR VERGATA/MEDICINA","24731619",0,"",57843,0,0
058,1#12,1#431-2,"PONTE MAMMOLO (MB)","24684933",1,"",700595,0,0
058,1#12,1#431-3,"TOR VERGATA/MEDICINA","24684929",0,"",57843,0,0
058,1#12,1#431-4,"PONTE MAMMOLO (MB)","24684930",1,"",57844,0,0
058,1#12,1#431-5,"TOR VERGATA/MEDICINA","24684931",0,"",57843,0,0
058,1#12,1#431-6,"PONTE MAMMOLO (MB)","24684932",1,"",57844,0,0
058,1#12,1#431-9,"PONTE MAMMOLO (MB)","24684943",1,"",700595,0,0
058,1#12,1#431-10,"TOR VERGATA/MEDICINA","24684941",0,"",57843,0,0
058,1#12,1#431-11,"PONTE MAMMOLO (MB)","24684940",1,"",57844,0,0
058,1#12,1#431-12,"TOR VERGATA/MEDICINA","24684939",0,"",57843,0,0
058,1#12,1#431-13,"PONTE MAMMOLO (MB)","24684934",1,"",57844,0,0
058,1#12,1#431-14,"TOR VERGATA/MEDICINA","24684935",0,"",57843,0,0
058,1#12,1#431-15,"PONTE MAMMOLO (MB)","24684942",1,"",57844,0,0
058,1#12,1#431-16,"TOR VERGATA/MEDICINA","24684936",0,"",57843,0,0
058,1#12,1#431-17,"PONTE MAMMOLO (MB)","24684938",1,"",57844,0,0
058,1#12,1#431-18,"TOR VERGATA/MEDICINA","24684937",0,"",57843,0,0
058,1#19,1#432-2,"PONTE MAMMOLO (MB)","24731642",1,"",700595,0,0
058,1#19,1#432-3,"TOR VERGATA/MEDICINA","24731636",0,"",57843,0,0
058,1#19,1#432-4,"PONTE MAMMOLO (MB)","24731638",1,"",57844,0,0
058,1#19,1#432-5,"TOR VERGATA/MEDICINA","24731637",0,"",57843,0,0
058,1#19,1#432-6,"PONTE MAMMOLO (MB)","24731639",1,"",57844,0,0
058,1#19,1#432-7,"TOR VERGATA/MEDICINA","24731623",0,"",57843,0,0
058,1#19,1#432-8,"PONTE MAMMOLO (MB)","24731640",1,"",57844,0,0
058,1#19,1#432-9,"TOR VERGATA/MEDICINA","24731629",0,"",57843,0,0
058,1#19,1#432-10,"PONTE MAMMOLO (MB)","24731641",1,"",57844,0,0
058,1#19,1#432-11,"TOR VERGATA/MEDICINA","24731621",0,"",57843,0,0
058,1#19,1#432-12,"PONTE MAMMOLO (MB)","24731622",1,"",57844,0,0
058,1#19,1#432-13,"TOR VERGATA/MEDICINA","24731630",0,"",57843,0,0
058,1#19,1#432-14,"PONTE MAMMOLO (MB)","24731624",1,"",57844,0,0
058,1#19,1#432-15,"TOR VERGATA/MEDICINA","24731625",0,"",57843,0,0
058,1#19,1#432-16,"PONTE MAMMOLO (MB)","24731633",1,"",57844,0,0
058,1#19,1#432-17,"TOR VERGATA/MEDICINA","24731634",0,"",57843,0,0
058,1#19,1#432-18,"PONTE MAMMOLO (MB)","24731635",1,"",57844,0,0
058,1#19,1#432-19,"TOR VERGATA/MEDICINA","24731632",0,"",57843,0,0
058,1#19,1#432-20,"PONTE MAMMOLO (MB)","24731631",1,"",57844,0,0
058,1#19,1#432-21,"TOR VERGATA/MEDICINA","24731628",0,"",57843,0,0
058,1#19,1#432-22,"PONTE MAMMOLO (MB)","24731626",1,"",57844,0,0
058,1#19,1#432-23,"TOR VERGATA/MEDICINA","24731627",0,"",57843,0,0
058,1#12,1#433-2,"PONTE MAMMOLO (MB)","24684960",1,"",700595,0,0
058,1#12,1#433-3,"TOR VERGATA/MEDICINA","24684944",0,"",57843,0,0
058,1#12,1#433-4,"PONTE MAMMOLO (MB)","24684945",1,"",57844,0,0
058,1#12,1#433-5,"TOR VERGATA/MEDICINA","24684946",0,"",57843,0,0
058,1#12,1#433-6,"PONTE MAMMOLO (MB)","24684947",1,"",57844,0,0
058,1#12,1#433-7,"TOR VERGATA/MEDICINA","24684948",0,"",57843,0,0
058,1#12,1#433-8,"PONTE MAMMOLO (MB)","24684949",1,"",57844,0,0
058,1#12,1#433-9,"TOR VERGATA/MEDICINA","24684950",0,"",57843,0,0
058,1#12,1#433-10,"PONTE MAMMOLO (MB)","24684951",1,"",57844,0,0
058,1#12,1#433-11,"TOR VERGATA/MEDICINA","24684952",0,"",57843,0,0
058,1#12,1#433-12,"PONTE MAMMOLO (MB)","24684953",1,"",57844,0,0
058,1#12,1#433-13,"TOR VERGATA/MEDICINA","24684954",0,"",57843,0,0
058,1#12,1#433-14,"PONTE MAMMOLO (MB)","24684959",1,"",57844,0,0
058,1#12,1#433-15,"TOR VERGATA/MEDICINA","24684958",0,"",57843,0,0
058,1#12,1#433-16,"PONTE MAMMOLO (MB)","24684956",1,"",57844,0,0
058,1#12,1#433-17,"TOR VERGATA/MEDICINA","24684957",0,"",57843,0,0
058,1#12,1#433-18,"PONTE MAMMOLO (MB)","24684955",1,"",57844,0,0
058,1#19,1#434-2,"PONTE MAMMOLO (MB)","24731663",1,"",700595,0,0
058,1#19,1#434-3,"TOR VERGATA/MEDICINA","24731643",0,"",57843,0,0
058,1#19,1#434-4,"PONTE MAMMOLO (MB)","24731645",1,"",57844,0,0
058,1#19,1#434-5,"TOR VERGATA/MEDICINA","24731644",0,"",57843,0,0
058,1#19,1#434-6,"PONTE MAMMOLO (MB)","24731646",1,"",57844,0,0
058,1#19,1#434-7,"TOR VERGATA/MEDICINA","24731651",0,"",57843,0,0
058,1#19,1#434-8,"PONTE MAMMOLO (MB)","24731647",1,"",57844,0,0
058,1#19,1#434-9,"TOR VERGATA/MEDICINA","24731648",0,"",57843,0,0
058,1#19,1#434-10,"PONTE MAMMOLO (MB)","24731649",1,"",57844,0,0
058,1#19,1#434-11,"TOR VERGATA/MEDICINA","24731650",0,"",57843,0,0
058,1#19,1#434-12,"PONTE MAMMOLO (MB)","24731652",1,"",57844,0,0
058,1#19,1#434-13,"TOR VERGATA/MEDICINA","24731653",0,"",57843,0,0
058,1#19,1#434-14,"PONTE MAMMOLO (MB)","24731654",1,"",57844,0,0
058,1#19,1#434-15,"TOR VERGATA/MEDICINA","24731655",0,"",57843,0,0
058,1#19,1#434-16,"PONTE MAMMOLO (MB)","24731660",1,"",57844,0,0
058,1#19,1#434-17,"TOR VERGATA/MEDICINA","24731661",0,"",57843,0,0
058,1#19,1#434-18,"PONTE MAMMOLO (MB)","24731662",1,"",57844,0,0
058,1#19,1#434-19,"TOR VERGATA/MEDICINA","24731658",0,"",57843,0,0
058,1#19,1#434-20,"PONTE MAMMOLO (MB)","24731659",1,"",57844,0,0
058,1#19,1#434-21,"TOR VERGATA/MEDICINA","24731657",0,"",57843,0,0
058,1#19,1#434-22,"PONTE MAMMOLO (MB)","24731656",1,"",57844,0,0
058,1#19,1#435-2,"PONTE MAMMOLO (MB)","24731665",1,"",57844,0,0
058,1#19,1#435-3,"TOR VERGATA/MEDICINA","24731666",0,"",57843,0,0
058,1#19,1#435-4,"PONTE MAMMOLO (MB)","24731667",1,"",57844,0,0
058,1#19,1#435-5,"TOR VERGATA/MEDICINA","24731668",0,"",57843,0,0
058,1#19,1#435-6,"PONTE MAMMOLO (MB)","24731669",1,"",57844,0,0
058,1#19,1#435-7,"TOR VERGATA/MEDICINA","24731664",0,"",57843,0,0
058,1#19,1#435-8,"PONTE MAMMOLO (MB)","24731670",1,"",57844,0,0
058,1#19,1#435-9,"TOR VERGATA/MEDICINA","24731671",0,"",57843,0,0
058,1#19,1#435-10,"PONTE MAMMOLO (MB)","24731672",1,"",57844,0,0
058,1#19,1#435-11,"TOR VERGATA/MEDICINA","24731673",0,"",57843,0,0
058,1#19,1#435-12,"PONTE MAMMOLO (MB)","24731678",1,"",57844,0,0
058,1#19,1#435-13,"TOR VERGATA/MEDICINA","24731679",0,"",57843,0,0
058,1#19,1#435-14,"PONTE MAMMOLO (MB)","24731680",1,"",57844,0,0
058,1#19,1#435-15,"TOR VERGATA/MEDICINA","24731681",0,"",57843,0,0
058,1#19,1#435-16,"PONTE MAMMOLO (MB)","24731675",1,"",57844,0,0
058,1#19,1#435-17,"TOR VERGATA/MEDICINA","24731676",0,"",57843,0,0
058,1#19,1#435-18,"PONTE MAMMOLO (MB)","24731677",1,"",57844,0,0
058,1#19,1#435-19,"TOR VERGATA/MEDICINA","24731674",0,"",57843,0,0
058,1#12,1#436-2,"PONTE MAMMOLO (MB)","24684981",1,"",700595,0,0
058,1#12,1#436-3,"TOR VERGATA/MEDICINA","24684961",0,"",57843,0,0
058,1#12,1#436-4,"PONTE MAMMOLO (MB)","24684962",1,"",57844,0,0
058,1#12,1#436-5,"TOR VERGATA/MEDICINA","24684963",0,"",57843,0,0
058,1#12,1#436-6,"PONTE MAMMOLO (MB)","24684967",1,"",57844,0,0
058,1#12,1#436-7,"TOR VERGATA/MEDICINA","24684968",0,"",57843,0,0
058,1#12,1#436-8,"PONTE MAMMOLO (MB)","24684969",1,"",57844,0,0
058,1#12,1#436-9,"TOR VERGATA/MEDICINA","24684970",0,"",57843,0,0
058,1#12,1#436-10,"PONTE MAMMOLO (MB)","24684971",1,"",57844,0,0
058,1#12,1#436-11,"TOR VERGATA/MEDICINA","24684972",0,"",57843,0,0
058,1#12,1#436-12,"PONTE MAMMOLO (MB)","24684973",1,"",57844,0,0
058,1#12,1#436-13,"TOR VERGATA/MEDICINA","24684974",0,"",57843,0,0
058,1#12,1#436-14,"PONTE MAMMOLO (MB)","24684964",1,"",57844,0,0
058,1#12,1#436-15,"TOR VERGATA/MEDICINA","24684965",0,"",57843,0,0
058,1#12,1#436-16,"PONTE MAMMOLO (MB)","24684979",1,"",57844,0,0
058,1#12,1#436-17,"TOR VERGATA/MEDICINA","24684975",0,"",57843,0,0
058,1#12,1#436-18,"PONTE MAMMOLO (MB)","24684978",1,"",57844,0,0
058,1#12,1#436-19,"TOR VERGATA/MEDICINA","24684976",0,"",57843,0,0
058,1#12,1#436-20,"PONTE MAMMOLO (MB)","24684966",1,"",57844,0,0
058,1#12,1#436-21,"TOR VERGATA/MEDICINA","24684977",0,"",57843,0,0
058,1#12,1#436-22,"PONTE MAMMOLO (MB)","24684980",1,"",57844,0,0
058,1#19,1#437-2,"PONTE MAMMOLO (MB)","24731697",1,"",700595,0,0
058,1#19,1#437-3,"TOR VERGATA/MEDICINA","24731682",0,"",57843,0,0
058,1#19,1#437-4,"PONTE MAMMOLO (MB)","24731683",1,"",57844,0,0
058,1#19,1#437-5,"TOR VERGATA/MEDICINA","24731690",0,"",57843,0,0
058,1#19,1#437-6,"PONTE MAMMOLO (MB)","24731691",1,"",57844,0,0
058,1#19,1#437-7,"TOR VERGATA/MEDICINA","24731692",0,"",57843,0,0
058,1#19,1#437-8,"PONTE MAMMOLO (MB)","24731693",1,"",57844,0,0
058,1#19,1#437-9,"TOR VERGATA/MEDICINA","24731694",0,"",57843,0,0
058,1#19,1#437-10,"PONTE MAMMOLO (MB)","24731687",1,"",57844,0,0
058,1#19,1#437-11,"TOR VERGATA/MEDICINA","24731688",0,"",57843,0,0
058,1#19,1#437-12,"PONTE MAMMOLO (MB)","24731695",1,"",57844,0,0
058,1#19,1#437-13,"TOR VERGATA/MEDICINA","24731696",0,"",57843,0,0
058,1#19,1#437-14,"PONTE MAMMOLO (MB)","24731689",1,"",57844,0,0
058,1#19,1#437-15,"TOR VERGATA/MEDICINA","24731684",0,"",57843,0,0
058,1#19,1#437-16,"PONTE MAMMOLO (MB)","24731685",1,"",57844,0,0
058,1#19,1#437-17,"TOR VERGATA/MEDICINA","24731686",0,"",57843,0,0
058,1#12,1#438-2,"PONTE MAMMOLO (MB)","24684997",1,"",57844,0,0
058,1#12,1#438-3,"TOR VERGATA/MEDICINA","24684982",0,"",57843,0,0
058,1#12,1#438-4,"PONTE MAMMOLO (MB)","24684983",1,"",57844,0,0
058,1#12,1#438-5,"TOR VERGATA/MEDICINA","24684984",0,"",57843,0,0
058,1#12,1#438-6,"PONTE MAMMOLO (MB)","24684985",1,"",57844,0,0
058,1#12,1#438-7,"TOR VERGATA/MEDICINA","24684986",0,"",57843,0,0
058,1#12,1#438-8,"PONTE MAMMOLO (MB)","24684987",1,"",57844,0,0
058,1#12,1#438-9,"TOR VERGATA/MEDICINA","24684988",0,"",57843,0,0
058,1#12,1#438-10,"PONTE MAMMOLO (MB)","24684989",1,"",57844,0,0
058,1#12,1#438-11,"TOR VERGATA/MEDICINA","24684990",0,"",57843,0,0
058,1#12,1#438-12,"PONTE MAMMOLO (MB)","24684991",1,"",57844,0,0
058,1#12,1#438-13,"TOR VERGATA/MEDICINA","24684995",0,"",57843,0,0
058,1#12,1#438-14,"PONTE MAMMOLO (MB)","24684999",1,"",57844,0,0
058,1#12,1#438-15,"TOR VERGATA/MEDICINA","24684996",0,"",57843,0,0
058,1#12,1#438-16,"PONTE MAMMOLO (MB)","24684994",1,"",57844,0,0
058,1#12,1#438-17,"TOR VERGATA/MEDICINA","24684992",0,"",57843,0,0
058,1#12,1#438-18,"PONTE MAMMOLO (MB)","24684998",1,"",57844,0,0
058,1#12,1#438-19,"TOR VERGATA/MEDICINA","24684993",0,"",57843,0,0
058,1#19,1#439-2,"PONTE MAMMOLO (MB)","24731712",1,"",700595,0,0
058,1#19,1#439-3,"TOR VERGATA/MEDICINA","24731698",0,"",57843,0,0
058,1#19,1#439-4,"PONTE MAMMOLO (MB)","24731699",1,"",57844,0,0
058,1#19,1#439-5,"TOR VERGATA/MEDICINA","24731700",0,"",57843,0,0
058,1#19,1#439-6,"PONTE MAMMOLO (MB)","24731701",1,"",57844,0,0
